   GoodVibes v3.0.1 2023/07/27 10:08:16
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_endo_dist_gs 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_endo_1066_reactant_1,0.023732,0.127846,0.159102,0.038307,0.037989,0.120795,0.121112,
o  ts_endo_1066_reactant_2,0.030338,0.042073,0.076853,0.029908,0.029909,0.046945,0.046944,
o  ts_endo_1067_reactant_1,0.134994,0.094478,0.235963,0.035989,0.035931,0.199974,0.200033,
o  ts_endo_1067_reactant_2,0.030795,0.042068,0.077301,0.029900,0.029901,0.047401,0.047400,
o  ts_endo_1068_reactant_1,0.074762,0.085525,0.166252,0.034988,0.034988,0.131264,0.131264,
o  ts_endo_1068_reactant_2,0.030416,0.042077,0.076933,0.029903,0.029905,0.047029,0.047028,
o  ts_endo_1069_reactant_1,0.093319,0.084851,0.184373,0.036424,0.036407,0.147948,0.147966,
o  ts_endo_1069_reactant_2,0.031081,0.042057,0.077580,0.029907,0.029908,0.047673,0.047672,
o  ts_endo_1070_reactant_1,0.012121,0.087270,0.105010,0.033652,0.033657,0.071358,0.071353,
o  ts_endo_1070_reactant_2,0.029686,0.042098,0.076224,0.029901,0.029902,0.046323,0.046322,
o  ts_endo_1071_reactant_1,0.074246,0.122215,0.203194,0.036570,0.035873,0.166624,0.167321,
o  ts_endo_1071_reactant_2,0.081228,0.135974,0.224439,0.037431,0.037437,0.187008,0.187003,
