   GoodVibes v3.0.1 2023/07/26 15:37:14
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc SPE --csv --output dft_dist_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.

o  Found vibrational scaling factor of 0.975 for wB97XD/def2TZVP level of theory
   REF: I. M. Alecu, J. Zheng, Y. Zhao, and D. G. Truhlar, J. Chem. Theory Comput. 6, 2872-2887 (2010).

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  ts-279-2_reactant_2,-244.505006,-244.447310,0.035713,-244.464556,0.027516,0.027517,-244.492072,-244.492073,
o  ts-280-2_reactant_1,-1342.181806,-1342.178534,0.122563,-1342.047628,0.046757,0.045575,-1342.094385,-1342.093203,
o  ts-280-2_reactant_2,-244.504103,-244.446321,0.035811,-244.463569,0.027490,0.027491,-244.491059,-244.491061,
o  ts-281-1_reactant_1,-3303.765716,-3303.762363,0.096464,-3303.658765,0.044132,0.043001,-3303.702897,-3303.701766,
o  ts-281-1_reactant_2,-244.504120,-244.446344,0.035749,-244.463646,0.027496,0.027497,-244.491141,-244.491143,
o  ts-282-1_reactant_1,-3264.447497,-3264.445184,0.069103,-3264.369405,0.040248,0.039995,-3264.409654,-3264.409400,
o  ts-282-1_reactant_2,-244.503162,-244.445589,0.035832,-244.462621,0.027464,0.027466,-244.490086,-244.490087,
o  ts-28-2_reactant_1,-596.288645,-596.283981,0.239689,-596.033536,0.053626,0.052314,-596.087162,-596.085849,
o  ts-28-2_reactant_2,-244.500432,-244.443293,0.035864,-244.459915,0.027378,0.027380,-244.487293,-244.487295,
o  ts-283-1_reactant_1,-3319.826746,-3319.822122,0.086275,-3319.730334,0.042736,0.042319,-3319.773070,-3319.772653,
o  ts-283-1_reactant_2,-244.501551,-244.444259,0.035853,-244.461007,0.027436,0.027437,-244.488442,-244.488444,
o  ts-284-2_reactant_1,-3359.135531,-3359.131268,0.113686,-3359.010051,0.046621,0.045904,-3359.056673,-3359.055956,
o  ts-284-2_reactant_2,-244.501231,-244.443969,0.035849,-244.460692,0.027434,0.027436,-244.488126,-244.488128,
o  ts-285-2_reactant_1,-3550.872361,-3550.868043,0.165662,-3550.691946,0.054501,0.052480,-3550.746446,-3550.744426,
o  ts-285-2_reactant_2,-244.501172,-244.443894,0.035869,-244.460615,0.027429,0.027430,-244.488044,-244.488045,
o  ts-286-2_reactant_1,-3398.437634,-3398.433717,0.141947,-3398.282997,0.048390,0.047529,-3398.331387,-3398.330526,
o  ts-286-2_reactant_2,-244.503254,-244.445715,0.035843,-244.462711,0.027449,0.027450,-244.490160,-244.490161,
o  ts-287-1_reactant_1,-3379.012675,-3379.010139,0.102303,-3378.899101,0.045581,0.044914,-3378.944682,-3378.944015,
o  ts-287-1_reactant_2,-244.504546,-244.446927,0.035745,-244.464077,0.027493,0.027495,-244.491571,-244.491572,
o  ts-288-1_reactant_1,-3495.495141,-3495.491605,0.148773,-3495.332725,0.052401,0.050361,-3495.385126,-3495.383086,
o  ts-288-1_reactant_2,-244.504393,-244.446549,0.035767,-244.463896,0.027503,0.027505,-244.491399,-244.491401,
o  ts-289-1_reactant_1,-3724.062883,-3724.060582,0.060289,-3723.992633,0.043265,0.042390,-3724.035898,-3724.035023,
o  ts-289-1_reactant_2,-244.506080,-244.448087,0.035654,-244.465664,0.027566,0.027568,-244.493230,-244.493232,
o  ts-290-1_reactant_1,-3684.741197,-3684.738433,0.032979,-3684.699720,0.039833,0.039511,-3684.739553,-3684.739232,
o  ts-290-1_reactant_2,-244.505908,-244.447969,0.035679,-244.465482,0.027538,0.027540,-244.493020,-244.493022,
o  ts-291-2_reactant_1,-3740.127817,-3740.124022,0.050171,-3740.067950,0.042557,0.041784,-3740.110508,-3740.109735,
o  ts-291-2_reactant_2,-244.505328,-244.447546,0.035704,-244.464884,0.027523,0.027525,-244.492407,-244.492409,
o  ts-292-2_reactant_1,-3779.436164,-3779.432803,0.077826,-3779.347010,0.046396,0.045444,-3779.393406,-3779.392454,
o  ts-292-2_reactant_2,-244.505174,-244.447431,0.035711,-244.464727,0.027516,0.027517,-244.492243,-244.492245,
o  ts-293-2_reactant_1,-3971.156569,-3971.152355,0.129486,-3971.012841,0.053938,0.051895,-3971.066779,-3971.064736,
o  ts-293-2_reactant_2,-244.501508,-244.444212,0.035870,-244.460948,0.027432,0.027434,-244.488381,-244.488382,
o  ts-294-1_reactant_1,-3818.731976,-3818.728353,0.105017,-3818.614198,0.049427,0.048273,-3818.663625,-3818.662471,
o  ts-294-1_reactant_2,-244.501823,-244.444737,0.035841,-244.461294,0.027430,0.027432,-244.488725,-244.488726,
o  ts-29-4_reactant_1,-788.022884,-788.017990,0.291546,-787.713793,0.059700,0.057129,-787.773493,-787.770922,
o  ts-29-4_reactant_2,-244.500661,-244.443428,0.035898,-244.460111,0.027375,0.027376,-244.487485,-244.487487,
o  ts-295-2_reactant_1,-3799.298358,-3799.295619,0.065758,-3799.221600,0.045787,0.044873,-3799.267387,-3799.266473,
o  ts-295-2_reactant_2,-244.505561,-244.447730,0.035686,-244.465127,0.027539,0.027541,-244.492666,-244.492668,
o  ts-296-2_reactant_1,-3915.788973,-3915.786201,0.112518,-3915.663293,0.051431,0.049595,-3915.714724,-3915.712888,
o  ts-296-2_reactant_2,-244.504250,-244.446724,0.035759,-244.463776,0.027479,0.027481,-244.491255,-244.491256,
o  ts-297-1_reactant_1,-5838.057190,-5838.054816,0.059351,-5837.987559,0.044633,0.043684,-5838.032192,-5838.031243,
o  ts-297-1_reactant_2,-244.503849,-244.446199,0.035793,-244.463336,0.027486,0.027488,-244.490822,-244.490824,
o  ts-298-2_reactant_1,-5798.745949,-5798.743161,0.032394,-5798.704803,0.041129,0.040712,-5798.745932,-5798.745515,
o  ts-298-2_reactant_2,-244.506068,-244.448078,0.035671,-244.465648,0.027541,0.027543,-244.493190,-244.493191,
o  ts-299-1_reactant_1,-5854.131965,-5854.128154,0.049566,-5854.072422,0.043893,0.042989,-5854.116315,-5854.115412,
o  ts-299-1_reactant_2,-244.505586,-244.447731,0.035691,-244.465150,0.027534,0.027535,-244.492684,-244.492686,
o  ts-300-1_reactant_1,-5893.425540,-5893.421039,0.076621,-5893.337202,0.047933,0.046919,-5893.385134,-5893.384121,
o  ts-300-1_reactant_2,-244.501677,-244.444347,0.035838,-244.461158,0.027420,0.027422,-244.488579,-244.488580,
o  ts-301-2_reactant_1,-6085.162012,-6085.157743,0.128804,-6085.018658,0.055447,0.053163,-6085.074104,-6085.071820,
o  ts-301-2_reactant_2,-244.501610,-244.444310,0.035868,-244.461053,0.027432,0.027434,-244.488485,-244.488487,
o  ts-302-1_reactant_1,-5932.737509,-5932.733865,0.104146,-5932.620214,0.051104,0.049744,-5932.671318,-5932.669958,
o  ts-302-1_reactant_2,-244.501827,-244.444743,0.035845,-244.461297,0.027427,0.027428,-244.488724,-244.488725,
o  ts-303-1_reactant_1,-5913.302894,-5913.300142,0.065121,-5913.226477,0.047187,0.046122,-5913.273663,-5913.272599,
o  ts-303-1_reactant_2,-244.505654,-244.447797,0.035680,-244.465224,0.027544,0.027545,-244.492767,-244.492769,
o  ts-304-2_reactant_1,-6029.793309,-6029.790488,0.111903,-6029.667946,0.052721,0.050732,-6029.720667,-6029.718678,
o  ts-304-2_reactant_2,-244.503987,-244.446518,0.035773,-244.463506,0.027466,0.027467,-244.490972,-244.490974,
o  ts-30-4_reactant_1,-635.600288,-635.596655,0.266635,-635.317658,0.054447,0.053293,-635.372105,-635.370951,
o  ts-30-4_reactant_2,-244.501806,-244.444656,0.035853,-244.461278,0.027413,0.027414,-244.488691,-244.488692,
o  ts-305-2_reactant_1,-3495.497959,-3495.494700,0.148473,-3495.335820,0.051876,0.050094,-3495.387696,-3495.385914,
o  ts-305-2_reactant_2,-244.503046,-244.445743,0.035836,-244.462516,0.027440,0.027442,-244.489956,-244.489958,
o  ts-306-4_reactant_1,-3456.179468,-3456.176010,0.121194,-3456.047009,0.045921,0.045240,-3456.092930,-3456.092248,
o  ts-306-4_reactant_2,-244.503948,-244.446298,0.035823,-244.463414,0.027470,0.027471,-244.490884,-244.490885,
o  ts-307-4_reactant_1,-3511.558422,-3511.553235,0.138012,-3511.406980,0.051435,0.049639,-3511.458415,-3511.456619,
o  ts-307-4_reactant_2,-244.501694,-244.444312,0.035861,-244.461148,0.027425,0.027426,-244.488573,-244.488574,
o  ts-308-3_reactant_1,-3550.871493,-3550.866600,0.166207,-3550.690296,0.054918,0.052956,-3550.745214,-3550.743252,
o  ts-308-3_reactant_2,-244.500979,-244.443691,0.035841,-244.460450,0.027432,0.027434,-244.487882,-244.487883,
o  ts-309-5_reactant_1,-3742.605570,-3742.601128,0.218161,-3742.369549,0.062539,0.059149,-3742.432089,-3742.428698,
o  ts-309-5_reactant_2,-244.500818,-244.443514,0.035831,-244.460297,0.027434,0.027435,-244.487731,-244.487732,
o  ts-310-2_reactant_1,-3590.191056,-3590.187102,0.193574,-3589.981965,0.055268,0.053776,-3590.037233,-3590.035741,
o  ts-310-2_reactant_2,-244.503655,-244.446252,0.035760,-244.463192,0.027458,0.027459,-244.490650,-244.490652,
o  ts-311-3_reactant_1,-3570.737326,-3570.733823,0.153915,-3570.568688,0.055055,0.052678,-3570.623744,-3570.621367,
o  ts-311-3_reactant_2,-244.504436,-244.446641,0.035785,-244.463920,0.027505,0.027507,-244.491425,-244.491427,
o  ts-312-3_reactant_1,-3687.237013,-3687.233401,0.201100,-3687.019105,0.059964,0.056793,-3687.079069,-3687.075898,
o  ts-312-3_reactant_2,-244.503702,-244.446285,0.035780,-244.463216,0.027462,0.027463,-244.490678,-244.490679,
o  ts-31-2_reactant_1,-616.168478,-616.165103,0.227697,-615.925729,0.053213,0.051695,-615.978942,-615.977424,
o  ts-31-2_reactant_2,-244.503910,-244.446379,0.035757,-244.463448,0.027462,0.027463,-244.490909,-244.490911,
o  ts-313-1_reactant_1,-3264.452211,-3264.449036,0.069075,-3264.374171,0.040546,0.040064,-3264.414717,-3264.414235,
o  ts-313-1_reactant_2,-244.504022,-244.446268,0.035793,-244.463508,0.027487,0.027488,-244.490995,-244.490996,
o  ts-314-1_reactant_1,-3225.128763,-3225.126128,0.041785,-3225.079600,0.036736,0.036704,-3225.116336,-3225.116304,
o  ts-314-1_reactant_2,-244.503887,-244.446194,0.035831,-244.463341,0.027475,0.027477,-244.490816,-244.490818,
o  ts-315-2_reactant_1,-3280.512367,-3280.507470,0.059480,-3280.444427,0.039338,0.038937,-3280.483765,-3280.483364,
o  ts-315-2_reactant_2,-244.502690,-244.445165,0.035832,-244.462159,0.027448,0.027450,-244.489607,-244.489609,
o  ts-316-1_reactant_1,-3319.817311,-3319.812914,0.086704,-3319.720535,0.043005,0.042440,-3319.763540,-3319.762975,
o  ts-316-1_reactant_2,-244.502049,-244.444699,0.035887,-244.461473,0.027431,0.027432,-244.488903,-244.488905,
o  ts-317-2_reactant_1,-3511.556136,-3511.551428,0.138802,-3511.404284,0.051082,0.049188,-3511.455366,-3511.453473,
o  ts-317-2_reactant_2,-244.502491,-244.445037,0.035842,-244.461954,0.027442,0.027443,-244.489396,-244.489397,
o  ts-318-2_reactant_1,-3359.127692,-3359.123641,0.114412,-3359.001778,0.046799,0.045574,-3359.048577,-3359.047353,
o  ts-318-2_reactant_2,-244.503559,-244.445889,0.035822,-244.463030,0.027463,0.027464,-244.490492,-244.490494,
o  ts-319-1_reactant_1,-3339.697404,-3339.694715,0.075096,-3339.612545,0.042535,0.041958,-3339.655080,-3339.654503,
o  ts-319-1_reactant_2,-244.505086,-244.447371,0.035709,-244.464638,0.027521,0.027523,-244.492159,-244.492161,
o  ts-320-1_reactant_1,-3456.185200,-3456.181926,0.121977,-3456.051339,0.048210,0.046771,-3456.099549,-3456.098110,
o  ts-320-1_reactant_2,-244.504122,-244.446317,0.035809,-244.463589,0.027492,0.027494,-244.491081,-244.491083,
o  ts-321-4_reactant_1,-961.207463,-961.203481,0.185769,-961.008001,0.050815,0.049101,-961.058816,-961.057102,
o  ts-321-4_reactant_2,-244.503095,-244.445599,0.035818,-244.462581,0.027444,0.027445,-244.490025,-244.490027,
o  ts-322-1_reactant_1,-921.893326,-921.889885,0.158616,-921.722577,0.046969,0.045950,-921.769546,-921.768526,
o  ts-322-1_reactant_2,-244.502234,-244.445044,0.035802,-244.461741,0.027438,0.027439,-244.489179,-244.489180,
o  ts-323-2_reactant_1,-977.265797,-977.260956,0.175650,-977.076858,0.049317,0.048199,-977.126174,-977.125057,
o  ts-323-2_reactant_2,-244.499453,-244.442473,0.035912,-244.458875,0.027395,0.027396,-244.486270,-244.486271,
o  ts-324-3_reactant_1,-1016.570125,-1016.565109,0.202770,-1016.352267,0.053914,0.052113,-1016.406181,-1016.404380,
o  ts-324-3_reactant_2,-244.497128,-244.440186,0.035723,-244.456672,0.027515,0.027516,-244.484187,-244.484189,
o  ts-325-4_reactant_1,-1208.308389,-1208.303114,0.254747,-1208.035491,0.062250,0.058840,-1208.097740,-1208.094331,
o  ts-325-4_reactant_2,-244.496821,-244.439895,0.035717,-244.456370,0.027516,0.027518,-244.483886,-244.483888,
o  ts-32-5_reactant_1,-732.659891,-732.655980,0.274794,-732.367974,0.058127,0.055942,-732.426101,-732.423916,
o  ts-32-5_reactant_2,-244.503444,-244.446001,0.035787,-244.462952,0.027460,0.027461,-244.490412,-244.490414,
o  ts-326-3_reactant_1,-1055.880090,-1055.875396,0.230069,-1055.633653,0.056609,0.054622,-1055.690262,-1055.688275,
o  ts-326-3_reactant_2,-244.500697,-244.443623,0.035862,-244.460146,0.027434,0.027435,-244.487580,-244.487581,
o  ts-327-2_reactant_1,-1036.453066,-1036.449798,0.191170,-1036.247241,0.052793,0.051266,-1036.300034,-1036.298507,
o  ts-327-2_reactant_2,-244.502252,-244.445057,0.035788,-244.461770,0.027443,0.027444,-244.489213,-244.489214,
o  ts-328-4_reactant_1,-1152.935229,-1152.931155,0.237742,-1152.680475,0.059822,0.056666,-1152.740297,-1152.737141,
o  ts-328-4_reactant_2,-244.502260,-244.444877,0.035849,-244.461716,0.027444,0.027445,-244.489159,-244.489161,
o  ts-329-4_reactant_1,-1381.499085,-1381.495780,0.149218,-1381.336567,0.050307,0.048695,-1381.386874,-1381.385262,
o  ts-329-4_reactant_2,-244.503647,-244.446077,0.035823,-244.463114,0.027469,0.027470,-244.490583,-244.490584,
o  ts-3-2_reactant_1,-365.249005,-365.244701,0.160563,-365.078060,0.041073,0.040706,-365.119133,-365.118766,
o  ts-3-2_reactant_2,-244.502463,-244.445115,0.035848,-244.461951,0.027395,0.027397,-244.489346,-244.489347,
o  ts-330-2_reactant_1,-1342.183279,-1342.179173,0.122503,-1342.049068,0.046713,0.045523,-1342.095781,-1342.094592,
o  ts-330-2_reactant_2,-244.503948,-244.446428,0.035784,-244.463454,0.027468,0.027470,-244.490922,-244.490924,
o  ts-331-2_reactant_1,-1397.563379,-1397.558733,0.139649,-1397.410881,0.049172,0.047736,-1397.460053,-1397.458617,
o  ts-331-2_reactant_2,-244.503060,-244.445608,0.035839,-244.462522,0.027448,0.027450,-244.489971,-244.489972,
o  ts-33-1_reactant_1,-309.878101,-309.874894,0.142228,-309.726928,0.038214,0.037886,-309.765141,-309.764814,
o  ts-33-1_reactant_2,-244.504271,-244.446662,0.035738,-244.463820,0.027476,0.027477,-244.491296,-244.491297,
o  ts-332-2_reactant_1,-1436.863340,-1436.858050,0.166543,-1436.682082,0.053523,0.051732,-1436.735605,-1436.733814,
o  ts-332-2_reactant_2,-244.501107,-244.443849,0.035800,-244.460630,0.027417,0.027419,-244.488048,-244.488049,
o  ts-333-4_reactant_1,-1628.601746,-1628.596669,0.219027,-1628.365249,0.060998,0.057727,-1628.426247,-1628.422976,
o  ts-333-4_reactant_2,-244.501138,-244.443684,0.035817,-244.460638,0.027423,0.027424,-244.488061,-244.488062,
o  ts-334-3_reactant_1,-1476.182890,-1476.178382,0.194517,-1475.972561,0.055208,0.053672,-1476.027769,-1476.026233,
o  ts-334-3_reactant_2,-244.502372,-244.445138,0.035798,-244.461879,0.027444,0.027445,-244.489323,-244.489324,
o  ts-335-2_reactant_1,-1456.739679,-1456.735907,0.154809,-1456.570584,0.052660,0.050969,-1456.623243,-1456.621552,
o  ts-335-2_reactant_2,-244.503252,-244.445875,0.035769,-244.462783,0.027454,0.027456,-244.490237,-244.490239,
o  ts-336-3_reactant_1,-1573.233395,-1573.229626,0.201914,-1573.015024,0.058672,0.055739,-1573.073697,-1573.070763,
o  ts-336-3_reactant_2,-244.503154,-244.445790,0.035813,-244.462640,0.027453,0.027455,-244.490093,-244.490094,
o  ts-337-2_reactant_1,-3495.507608,-3495.504234,0.148638,-3495.345393,0.051590,0.049831,-3495.396983,-3495.395224,
o  ts-337-2_reactant_2,-244.504520,-244.446856,0.035732,-244.464066,0.027490,0.027491,-244.491556,-244.491557,
o  ts-338-1_reactant_1,-3456.187678,-3456.183537,0.121918,-3456.053793,0.048026,0.046675,-3456.101820,-3456.100469,
o  ts-338-1_reactant_2,-244.504112,-244.446554,0.035783,-244.463618,0.027471,0.027472,-244.491089,-244.491090,
o  ts-339-3_reactant_1,-3511.562963,-3511.558160,0.138578,-3511.411083,0.051355,0.049332,-3511.462438,-3511.460415,
o  ts-339-3_reactant_2,-244.502011,-244.444669,0.035809,-244.461507,0.027444,0.027445,-244.488950,-244.488952,
o  ts-340-3_reactant_1,-3550.863351,-3550.858133,0.166040,-3550.682470,0.054197,0.052515,-3550.736667,-3550.734984,
o  ts-340-3_reactant_2,-244.497757,-244.440963,0.035741,-244.457307,0.027477,0.027478,-244.484784,-244.484785,
o  ts-341-3_reactant_1,-3742.606136,-3742.601031,0.217965,-3742.371167,0.060157,0.057253,-3742.431324,-3742.428420,
o  ts-341-3_reactant_2,-244.501292,-244.443811,0.035822,-244.460786,0.027423,0.027424,-244.488209,-244.488210,
o  ts-34-1_reactant_1,-270.552620,-270.548409,0.115179,-270.429416,0.035575,0.035547,-270.464991,-270.464963,
o  ts-34-1_reactant_2,-244.503254,-244.445891,0.035765,-244.462793,0.027446,0.027448,-244.490240,-244.490241,
o  ts-342-4_reactant_1,-3590.188133,-3590.183664,0.194198,-3589.977894,0.056405,0.054704,-3590.034299,-3590.032598,
o  ts-342-4_reactant_2,-244.502460,-244.445212,0.035799,-244.461966,0.027443,0.027444,-244.489409,-244.489411,
o  ts-343-2_reactant_1,-3570.744129,-3570.740336,0.154129,-3570.575399,0.054107,0.052195,-3570.629506,-3570.627594,
o  ts-343-2_reactant_2,-244.503439,-244.446021,0.035767,-244.462969,0.027458,0.027459,-244.490427,-244.490429,
o  ts-344-3_reactant_1,-3687.237434,-3687.233605,0.201138,-3687.019508,0.060124,0.056914,-3687.079631,-3687.076421,
o  ts-344-3_reactant_2,-244.503009,-244.445666,0.035821,-244.462489,0.027450,0.027451,-244.489939,-244.489940,
o  ts-345-8_reactant_1,-1152.942192,-1152.937703,0.237273,-1152.688712,0.056922,0.054612,-1152.745634,-1152.743324,
o  ts-345-8_reactant_2,-244.503588,-244.445970,0.035843,-244.463043,0.027454,0.027455,-244.490497,-244.490498,
o  ts-346-2_reactant_1,-1113.624573,-1113.620123,0.211071,-1113.398196,0.055405,0.052928,-1113.453602,-1113.451124,
o  ts-346-2_reactant_2,-244.502041,-244.444877,0.035825,-244.461519,0.027445,0.027447,-244.488965,-244.488966,
o  ts-347-3_reactant_1,-1168.998116,-1168.992024,0.227150,-1168.755152,0.055213,0.053551,-1168.810365,-1168.808703,
o  ts-347-3_reactant_2,-244.499087,-244.442140,0.035855,-244.458550,0.027427,0.027429,-244.485977,-244.485979,
o  ts-348-4_reactant_1,-1208.307493,-1208.301981,0.254975,-1208.034174,0.062192,0.059028,-1208.096367,-1208.093202,
o  ts-348-4_reactant_2,-244.500407,-244.443110,0.035822,-244.459900,0.027428,0.027430,-244.487328,-244.487330,
o  ts-349-4_reactant_1,-1400.045890,-1400.040362,0.307210,-1399.717448,0.070680,0.065467,-1399.788128,-1399.782915,
o  ts-349-4_reactant_2,-244.501022,-244.443617,0.035830,-244.460508,0.027427,0.027428,-244.487934,-244.487935,
o  ts-350-4_reactant_1,-1247.628764,-1247.624435,0.283229,-1247.326120,0.063913,0.060968,-1247.390033,-1247.387088,
o  ts-350-4_reactant_2,-244.501389,-244.444331,0.035808,-244.460897,0.027428,0.027430,-244.488325,-244.488327,
o  ts-351-4_reactant_1,-1228.183515,-1228.179574,0.243267,-1227.922396,0.060867,0.058063,-1227.983263,-1227.980459,
o  ts-351-4_reactant_2,-244.502910,-244.445582,0.035832,-244.462381,0.027446,0.027447,-244.489827,-244.489829,
o  ts-352-5_reactant_1,-1344.680986,-1344.675994,0.290543,-1344.371336,0.063463,0.060423,-1344.434799,-1344.431759,
o  ts-352-5_reactant_2,-244.502457,-244.445203,0.035815,-244.461942,0.027450,0.027451,-244.489392,-244.489394,
o  ts-35-2_reactant_1,-325.937857,-325.933301,0.132910,-325.795874,0.038165,0.037980,-325.834038,-325.833853,
o  ts-35-2_reactant_2,-244.502272,-244.444945,0.035850,-244.461758,0.027394,0.027396,-244.489153,-244.489154,
o  ts-353-2_reactant_1,-921.888346,-921.884773,0.158022,-921.718004,0.048100,0.046560,-921.766104,-921.764564,
o  ts-353-2_reactant_2,-244.501420,-244.444135,0.035903,-244.460823,0.027436,0.027437,-244.488258,-244.488260,
o  ts-354-1_reactant_1,-882.570315,-882.566604,0.131284,-882.428481,0.043642,0.042793,-882.472123,-882.471274,
o  ts-354-1_reactant_2,-244.501857,-244.444556,0.035939,-244.461241,0.027408,0.027409,-244.488649,-244.488650,
o  ts-355-2_reactant_1,-937.949457,-937.944295,0.148721,-937.789091,0.045967,0.044982,-937.835059,-937.834073,
o  ts-355-2_reactant_2,-244.500362,-244.443308,0.035955,-244.459743,0.027390,0.027391,-244.487133,-244.487134,
o  ts-356-2_reactant_1,-977.267262,-977.262358,0.176152,-977.077653,0.050467,0.048919,-977.128119,-977.126572,
o  ts-356-2_reactant_2,-244.500630,-244.443686,0.035766,-244.460176,0.027437,0.027438,-244.487613,-244.487614,
o  ts-357-3_reactant_1,-1169.000738,-1168.995703,0.228158,-1168.757117,0.055498,0.053432,-1168.812615,-1168.810549,
o  ts-357-3_reactant_2,-244.502073,-244.444738,0.035883,-244.461509,0.027417,0.027418,-244.488926,-244.488927,
o  ts-358-3_reactant_1,-1016.563296,-1016.558841,0.203007,-1016.345408,0.054048,0.051968,-1016.399457,-1016.397376,
o  ts-358-3_reactant_2,-244.500247,-244.443093,0.035916,-244.459645,0.027424,0.027425,-244.487069,-244.487070,
o  ts-359-1_reactant_1,-997.135392,-997.131740,0.164039,-996.958251,0.049853,0.048314,-997.008104,-997.006565,
o  ts-359-1_reactant_2,-244.502505,-244.445263,0.035771,-244.462033,0.027455,0.027456,-244.489488,-244.489490,
o  ts-360-3_reactant_1,-1113.623095,-1113.619313,0.211169,-1113.396761,0.055418,0.052904,-1113.452180,-1113.449665,
o  ts-360-3_reactant_2,-244.501656,-244.444318,0.035902,-244.461056,0.027443,0.027444,-244.488499,-244.488500,
o  ts-361-1_reactant_1,-730.169974,-730.167033,0.106576,-730.054464,0.038598,0.038460,-730.093062,-730.092924,
o  ts-361-1_reactant_2,-244.502704,-244.445330,0.035770,-244.462228,0.027462,0.027463,-244.489690,-244.489691,
o  ts-36-1_reactant_1,-365.244810,-365.240889,0.160386,-365.073839,0.041699,0.041446,-365.115538,-365.115285,
o  ts-36-1_reactant_2,-244.502060,-244.444763,0.035849,-244.461548,0.027391,0.027392,-244.488939,-244.488940,
o  ts-362-1_reactant_1,-690.848173,-690.845210,0.078936,-690.761710,0.035346,0.035295,-690.797056,-690.797005,
o  ts-362-1_reactant_2,-244.503286,-244.445811,0.035755,-244.462816,0.027478,0.027479,-244.490294,-244.490295,
o  ts-363-1_reactant_1,-746.228977,-746.224435,0.096229,-746.124156,0.037773,0.037681,-746.161929,-746.161837,
o  ts-363-1_reactant_2,-244.500855,-244.443668,0.035777,-244.460390,0.027436,0.027437,-244.487826,-244.487827,
o  ts-364-1_reactant_1,-785.535809,-785.531691,0.123579,-785.402020,0.041606,0.041435,-785.443625,-785.443454,
o  ts-364-1_reactant_2,-244.500454,-244.443299,0.035771,-244.459997,0.027434,0.027435,-244.487431,-244.487432,
o  ts-365-2_reactant_1,-977.273770,-977.269625,0.175832,-977.084852,0.049424,0.048145,-977.134275,-977.132997,
o  ts-365-2_reactant_2,-244.500642,-244.443413,0.035786,-244.460164,0.027440,0.027441,-244.487603,-244.487605,
o  ts-366-2_reactant_1,-824.846647,-824.843322,0.151832,-824.683526,0.043906,0.043493,-824.727433,-824.727019,
o  ts-366-2_reactant_2,-244.503449,-244.446052,0.035783,-244.462968,0.027449,0.027450,-244.490417,-244.490418,
o  ts-367-1_reactant_1,-805.413284,-805.410899,0.111964,-805.291348,0.041376,0.041124,-805.332724,-805.332471,
o  ts-367-1_reactant_2,-244.503592,-244.446083,0.035741,-244.463131,0.027487,0.027488,-244.490618,-244.490620,
o  ts-368-1_reactant_1,-921.906228,-921.903005,0.159381,-921.734868,0.046815,0.045672,-921.781682,-921.780540,
o  ts-368-1_reactant_2,-244.504996,-244.447234,0.035707,-244.464550,0.027522,0.027523,-244.492071,-244.492073,
o  ts-369-2_reactant_1,-1150.463310,-1150.460876,0.070013,-1150.384719,0.038731,0.038358,-1150.423450,-1150.423077,
o  ts-369-2_reactant_2,-244.504914,-244.447076,0.035677,-244.464490,0.027537,0.027539,-244.492027,-244.492029,
o  ts-370-1_reactant_1,-1111.136581,-1111.134244,0.042545,-1111.086889,0.035417,0.035407,-1111.122306,-1111.122296,
o  ts-370-1_reactant_2,-244.504949,-244.447084,0.035672,-244.464529,0.027541,0.027543,-244.492069,-244.492071,
o  ts-371-1_reactant_1,-1166.530827,-1166.526928,0.060157,-1166.462440,0.037809,0.037576,-1166.500249,-1166.500016,
o  ts-371-1_reactant_2,-244.504567,-244.446851,0.035710,-244.464124,0.027510,0.027512,-244.491635,-244.491637,
o  ts-372-1_reactant_1,-1205.839357,-1205.835994,0.087754,-1205.741740,0.041771,0.041305,-1205.783511,-1205.783045,
o  ts-372-1_reactant_2,-244.504488,-244.446805,0.035717,-244.464042,0.027504,0.027506,-244.491546,-244.491548,
o  ts-373-1_reactant_1,-1397.572095,-1397.568788,0.140048,-1397.419376,0.049222,0.047694,-1397.468598,-1397.467070,
o  ts-373-1_reactant_2,-244.503474,-244.445918,0.035817,-244.462955,0.027455,0.027456,-244.490410,-244.490411,
o  ts-37-3_reactant_1,-556.984065,-556.979651,0.212269,-556.758179,0.049847,0.048596,-556.808026,-556.806775,
o  ts-37-3_reactant_2,-244.502293,-244.444959,0.035858,-244.461768,0.027398,0.027399,-244.489166,-244.489167,
o  ts-374-1_reactant_1,-1245.132115,-1245.128884,0.115144,-1245.005840,0.044437,0.043857,-1245.050277,-1245.049697,
o  ts-374-1_reactant_2,-244.504032,-244.446403,0.035837,-244.463495,0.027452,0.027453,-244.490947,-244.490948,
o  ts-375-1_reactant_1,-1225.693055,-1225.690025,0.075478,-1225.607972,0.041558,0.040963,-1225.649530,-1225.648935,
