   GoodVibes v3.0.1 2023/07/26 15:35:16
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc SPE --csv --output am1_dist_gs 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  ts-323-1_reactant_1,0.000450,0.004743,0.183364,0.196966,0.049443,0.048090,0.147524,0.148877,
o  ts-323-1_reactant_2,-0.092438,-0.033762,0.038834,-0.049068,0.027210,0.027211,-0.076277,-0.076279,
o  ts-324-2_reactant_1,0.007011,0.011254,0.210426,0.231748,0.053167,0.050946,0.178581,0.180802,
o  ts-324-2_reactant_2,-0.091304,-0.032675,0.038738,-0.048026,0.027219,0.027220,-0.075245,-0.075246,
o  ts-325-1_reactant_1,0.056607,0.060853,0.266658,0.340126,0.059313,0.056551,0.280813,0.283575,
o  ts-325-1_reactant_2,-0.092243,-0.033559,0.038791,-0.048912,0.027215,0.027216,-0.076128,-0.076129,
o  ts-326-1_reactant_1,0.015694,0.019694,0.238727,0.270792,0.058146,0.055211,0.212646,0.215581,
o  ts-326-1_reactant_2,-0.092227,-0.033584,0.038805,-0.048886,0.027211,0.027212,-0.076097,-0.076098,
o  ts-327-1_reactant_1,-0.079417,-0.076371,0.199365,0.134657,0.054220,0.051787,0.080437,0.082870,
o  ts-327-1_reactant_2,-0.099992,-0.040878,0.039255,-0.056222,0.027174,0.027175,-0.083395,-0.083396,
o  ts-328-1_reactant_1,0.055964,0.059337,0.249657,0.321930,0.058113,0.055285,0.263817,0.266645,
o  ts-328-1_reactant_2,-0.094967,-0.036190,0.038970,-0.051469,0.027195,0.027196,-0.078664,-0.078665,
o  ts-329-1_reactant_1,-0.000565,0.002281,0.156745,0.169134,0.050128,0.048246,0.119006,0.120888,
o  ts-329-1_reactant_2,-0.096892,-0.037998,0.039086,-0.053276,0.027196,0.027197,-0.080472,-0.080473,
o  ts-3-2_reactant_1,-0.060036,-0.056288,0.165821,0.116136,0.041405,0.040889,0.074731,0.075247,
o  ts-3-2_reactant_2,-0.094267,-0.035460,0.038903,-0.050836,0.027197,0.027198,-0.078033,-0.078034,
o  ts-330-2_reactant_1,0.000205,0.003679,0.128942,0.140587,0.046270,0.045130,0.094317,0.095457,
o  ts-330-2_reactant_2,-0.101513,-0.042270,0.039343,-0.057666,0.027155,0.027156,-0.084821,-0.084822,
o  ts-331-1_reactant_1,0.001109,0.005926,0.146233,0.160015,0.048904,0.047513,0.111110,0.112502,
o  ts-331-1_reactant_2,-0.093403,-0.034707,0.038903,-0.049968,0.027203,0.027204,-0.077170,-0.077171,
o  ts-33-1_reactant_1,-0.055076,-0.052628,0.146938,0.100892,0.039441,0.038322,0.061450,0.062570,
o  ts-33-1_reactant_2,-0.097751,-0.038685,0.039079,-0.054159,0.027173,0.027174,-0.081332,-0.081333,
o  ts-332-1_reactant_1,0.008612,0.012875,0.173498,0.195815,0.051729,0.049925,0.144087,0.145890,
o  ts-332-1_reactant_2,-0.092212,-0.033468,0.038792,-0.048886,0.027207,0.027208,-0.076093,-0.076094,
o  ts-333-2_reactant_1,0.058954,0.062902,0.229763,0.305880,0.060982,0.057564,0.244898,0.248317,
o  ts-333-2_reactant_2,-0.092931,-0.034144,0.038831,-0.049568,0.027205,0.027206,-0.076773,-0.076774,
o  ts-334-1_reactant_1,0.004380,0.007730,0.201239,0.222010,0.060051,0.055952,0.161958,0.166057,
o  ts-334-1_reactant_2,-0.101416,-0.042157,0.039335,-0.057583,0.027147,0.027148,-0.084729,-0.084730,
o  ts-335-1_reactant_1,-0.078178,-0.074925,0.162240,0.098284,0.053419,0.051153,0.044866,0.047131,
o  ts-335-1_reactant_2,-0.102183,-0.042874,0.039371,-0.058313,0.027149,0.027150,-0.085462,-0.085463,
o  ts-336-2_reactant_1,0.052357,0.055938,0.212217,0.280668,0.059123,0.055564,0.221545,0.225104,
o  ts-336-2_reactant_2,-0.100773,-0.041604,0.039305,-0.056960,0.027163,0.027164,-0.084122,-0.084123,
o  ts-337-2_reactant_1,0.013344,0.016633,0.155619,0.182596,0.053544,0.050676,0.129053,0.131920,
o  ts-337-2_reactant_2,-0.099277,-0.040169,0.039218,-0.055546,0.027170,0.027171,-0.082716,-0.082717,
o  ts-338-2_reactant_1,0.016665,0.020439,0.128207,0.156608,0.047664,0.046337,0.108944,0.110271,
o  ts-338-2_reactant_2,-0.103010,-0.043657,0.039434,-0.059076,0.027149,0.027150,-0.086224,-0.086225,
o  ts-339-1_reactant_1,0.018278,0.023298,0.145118,0.175645,0.048069,0.047182,0.127576,0.128463,
o  ts-339-1_reactant_2,-0.094054,-0.035320,0.038925,-0.050598,0.027202,0.027203,-0.077800,-0.077801,
o  ts-340-1_reactant_1,0.025341,0.029664,0.172809,0.213071,0.056644,0.053402,0.156427,0.159670,
o  ts-340-1_reactant_2,-0.092688,-0.033947,0.038831,-0.049326,0.027203,0.027205,-0.076529,-0.076530,
o  ts-341-1_reactant_1,0.075416,0.079808,0.228980,0.321904,0.062709,0.058876,0.259196,0.263028,
o  ts-341-1_reactant_2,-0.093526,-0.034731,0.038877,-0.050119,0.027200,0.027201,-0.077319,-0.077320,
o  ts-342-1_reactant_1,0.020134,0.023694,0.200352,0.236397,0.059339,0.055539,0.177058,0.180858,
o  ts-342-1_reactant_2,-0.103205,-0.043812,0.039447,-0.059265,0.027138,0.027139,-0.086403,-0.086404,
o  ts-34-2_reactant_1,-0.043946,-0.040828,0.119043,0.083361,0.036766,0.036378,0.046594,0.046983,
o  ts-34-2_reactant_2,-0.097117,-0.038083,0.039035,-0.053564,0.027180,0.027181,-0.080744,-0.080745,
o  ts-343-1_reactant_1,-0.062285,-0.058976,0.161569,0.113793,0.054767,0.052362,0.059026,0.061432,
o  ts-343-1_reactant_2,-0.102584,-0.043227,0.039392,-0.058691,0.027151,0.027152,-0.085843,-0.085844,
o  ts-344-1_reactant_1,0.068542,0.072919,0.211290,0.296401,0.062348,0.057672,0.234053,0.238729,
o  ts-344-1_reactant_2,-0.100801,-0.041619,0.039315,-0.056978,0.027161,0.027162,-0.084139,-0.084140,
o  ts-345-1_reactant_1,0.050686,0.053622,0.249420,0.316630,0.058766,0.055591,0.257864,0.261039,
o  ts-345-1_reactant_2,-0.100945,-0.041793,0.039341,-0.057103,0.027149,0.027150,-0.084253,-0.084254,
o  ts-346-1_reactant_1,0.055066,0.058996,0.221179,0.290623,0.053183,0.051238,0.237440,0.239385,
o  ts-346-1_reactant_2,-0.101027,-0.041804,0.039322,-0.057199,0.027158,0.027159,-0.084357,-0.084358,
o  ts-347-1_reactant_1,0.055657,0.060229,0.238985,0.310742,0.056779,0.054417,0.253962,0.256325,
o  ts-347-1_reactant_2,-0.093124,-0.034424,0.038891,-0.049702,0.027200,0.027201,-0.076902,-0.076903,
o  ts-348-1_reactant_1,0.062818,0.067193,0.265923,0.346130,0.061257,0.057688,0.284873,0.288442,
o  ts-348-1_reactant_2,-0.093671,-0.034899,0.038879,-0.050273,0.027185,0.027186,-0.077458,-0.077459,
o  ts-349-1_reactant_1,0.113310,0.117655,0.322058,0.455362,0.067487,0.063175,0.387875,0.392187,
o  ts-349-1_reactant_2,-0.094163,-0.035352,0.038910,-0.050736,0.027181,0.027182,-0.077917,-0.077918,
o  ts-350-2_reactant_1,0.056812,0.060379,0.293952,0.370581,0.067379,0.062576,0.303202,0.308005,
o  ts-350-2_reactant_2,-0.100817,-0.041601,0.039300,-0.057017,0.027150,0.027151,-0.084167,-0.084168,
o  ts-351-1_reactant_1,-0.025406,-0.022091,0.255009,0.247217,0.061016,0.057920,0.186201,0.189297,
o  ts-351-1_reactant_2,-0.100494,-0.041269,0.039258,-0.056729,0.027161,0.027162,-0.083890,-0.083891,
o  ts-352-1_reactant_1,0.100494,0.104003,0.304748,0.424074,0.064375,0.060509,0.359699,0.363565,
o  ts-352-1_reactant_2,-0.099641,-0.040503,0.039229,-0.055906,0.027160,0.027161,-0.083065,-0.083066,
o  ts-35-2_reactant_1,-0.044470,-0.040084,0.136662,0.100674,0.037440,0.037032,0.063234,0.063643,
o  ts-35-2_reactant_2,-0.092198,-0.033505,0.038804,-0.048855,0.027214,0.027215,-0.076069,-0.076070,
o  ts-353-1_reactant_1,0.000719,0.003495,0.165946,0.178693,0.047924,0.046162,0.130769,0.132531,
o  ts-353-1_reactant_2,-0.100703,-0.041576,0.039301,-0.056893,0.027163,0.027164,-0.084055,-0.084056,
o  ts-354-1_reactant_1,0.011436,0.014447,0.137981,0.159785,0.043315,0.042555,0.116470,0.117230,
o  ts-354-1_reactant_2,-0.098258,-0.039218,0.039142,-0.054601,0.027176,0.027177,-0.081776,-0.081777,
o  ts-355-2_reactant_1,0.011509,0.016263,0.155467,0.178530,0.046981,0.045247,0.131549,0.133283,
o  ts-355-2_reactant_2,-0.092802,-0.034038,0.038799,-0.049458,0.027224,0.027225,-0.076682,-0.076683,
o  ts-356-1_reactant_1,0.010160,0.014121,0.182985,0.206441,0.050570,0.048694,0.155871,0.157747,
o  ts-356-1_reactant_2,-0.094744,-0.035918,0.038944,-0.051272,0.027197,0.027198,-0.078470,-0.078471,
o  ts-357-1_reactant_1,0.066505,0.070762,0.239091,0.321579,0.057982,0.054920,0.263597,0.266659,
o  ts-357-1_reactant_2,-0.094392,-0.035596,0.038932,-0.050931,0.027198,0.027199,-0.078129,-0.078130,
o  ts-358-2_reactant_1,0.023283,0.027122,0.210845,0.248952,0.055343,0.052374,0.193609,0.196578,
o  ts-358-2_reactant_2,-0.095456,-0.036624,0.038980,-0.051949,0.027195,0.027196,-0.079143,-0.079144,
o  ts-359-2_reactant_1,-0.070988,-0.067641,0.171440,0.113466,0.050153,0.048337,0.063313,0.065129,
o  ts-359-2_reactant_2,-0.101067,-0.041843,0.039308,-0.057253,0.027158,0.027159,-0.084411,-0.084412,
o  ts-360-1_reactant_1,0.058241,0.061471,0.221720,0.294784,0.055339,0.052541,0.239445,0.242243,
o  ts-360-1_reactant_2,-0.099417,-0.040360,0.039217,-0.055685,0.027172,0.027173,-0.082857,-0.082858,
o  ts-361-1_reactant_1,-0.057130,-0.054541,0.110392,0.062252,0.039739,0.038765,0.022513,0.023487,
o  ts-361-1_reactant_2,-0.099224,-0.040085,0.039190,-0.055520,0.027173,0.027174,-0.082693,-0.082694,
o  ts-362-1_reactant_1,-0.051741,-0.049032,0.082130,0.038107,0.036660,0.035919,0.001447,0.002189,
o  ts-362-1_reactant_2,-0.102363,-0.043042,0.039388,-0.058469,0.027156,0.027157,-0.085626,-0.085627,
o  ts-36-2_reactant_1,-0.039220,-0.035517,0.164173,0.135123,0.041930,0.041024,0.093192,0.094098,
o  ts-36-2_reactant_2,-0.092192,-0.033495,0.038803,-0.048850,0.027214,0.027215,-0.076064,-0.076066,
o  ts-363-1_reactant_1,-0.055270,-0.051151,0.099733,0.052310,0.036529,0.036305,0.015781,0.016004,
o  ts-363-1_reactant_2,-0.095508,-0.036528,0.038954,-0.052026,0.027198,0.027199,-0.079224,-0.079225,
o  ts-364-1_reactant_1,-0.049525,-0.046169,0.127289,0.087362,0.041274,0.040429,0.046088,0.046933,
o  ts-364-1_reactant_2,-0.095613,-0.036622,0.038962,-0.052122,0.027198,0.027199,-0.079320,-0.079321,
o  ts-365-1_reactant_1,0.000594,0.004176,0.183411,0.196268,0.048359,0.046729,0.147910,0.149540,
o  ts-365-1_reactant_2,-0.096199,-0.037165,0.038999,-0.052673,0.027196,0.027197,-0.079868,-0.079869,
o  ts-366-1_reactant_1,-0.041839,-0.038765,0.155297,0.125315,0.046568,0.045204,0.078747,0.080111,
o  ts-366-1_reactant_2,-0.098293,-0.039277,0.039149,-0.054629,0.027176,0.027177,-0.081805,-0.081806,
o  ts-367-1_reactant_1,-0.138114,-0.135993,0.115777,-0.012017,0.044041,0.042315,-0.056058,-0.054332,
o  ts-367-1_reactant_2,-0.105428,-0.045828,0.039582,-0.061350,0.027140,0.027141,-0.088490,-0.088491,
o  ts-368-1_reactant_1,-0.005532,-0.002831,0.165844,0.172405,0.048210,0.046273,0.124194,0.126132,
o  ts-368-1_reactant_2,-0.102533,-0.043259,0.039412,-0.058618,0.027152,0.027153,-0.085770,-0.085771,
o  ts-369-1_reactant_1,-0.061899,-0.059420,0.072945,0.019798,0.040810,0.039393,-0.021012,-0.019595,
o  ts-369-1_reactant_2,-0.104682,-0.045203,0.039542,-0.060641,0.027145,0.027146,-0.087786,-0.087787,
o  ts-370-2_reactant_1,-0.050586,-0.048246,0.044957,0.001512,0.035751,0.035506,-0.034239,-0.033993,
o  ts-370-2_reactant_2,-0.104054,-0.044646,0.039499,-0.060055,0.027146,0.027147,-0.087201,-0.087202,
o  ts-371-1_reactant_1,-0.052448,-0.048089,0.062674,0.018359,0.037959,0.037530,-0.019600,-0.019171,
o  ts-371-1_reactant_2,-0.096914,-0.037956,0.039053,-0.053345,0.027178,0.027179,-0.080523,-0.080524,
o  ts-37-1_reactant_1,0.004497,0.008233,0.220410,0.238586,0.051155,0.049091,0.187431,0.189495,
o  ts-37-1_reactant_2,-0.094831,-0.035961,0.038901,-0.051402,0.027199,0.027200,-0.078601,-0.078602,
o  ts-372-1_reactant_1,-0.058222,-0.054839,0.090306,0.042091,0.043063,0.041842,-0.000972,0.000249,
o  ts-372-1_reactant_2,-0.103636,-0.044260,0.039478,-0.059655,0.027151,0.027152,-0.086806,-0.086807,
o  ts-373-1_reactant_1,0.001080,0.004835,0.146293,0.159918,0.049442,0.047683,0.110476,0.112235,
o  ts-373-1_reactant_2,-0.097527,-0.038568,0.039117,-0.053893,0.027179,0.027180,-0.081071,-0.081072,
o  ts-374-2_reactant_1,-0.042386,-0.039117,0.118060,0.087073,0.046101,0.044803,0.040972,0.042270,
o  ts-374-2_reactant_2,-0.100050,-0.040929,0.039260,-0.056279,0.027167,0.027168,-0.083446,-0.083447,
o  ts-375-2_reactant_1,-0.132788,-0.129872,0.078836,-0.044364,0.042059,0.041159,-0.086423,-0.085523,
o  ts-375-2_reactant_2,-0.105281,-0.045652,0.039573,-0.061210,0.027142,0.027143,-0.088353,-0.088354,
o  ts-376-2_reactant_1,-0.006632,-0.003472,0.128767,0.133704,0.047578,0.045735,0.086126,0.087969,
o  ts-376-2_reactant_2,-0.105049,-0.045528,0.039575,-0.060975,0.027143,0.027144,-0.088118,-0.088119,
o  ts-377-1_reactant_1,-0.038326,-0.035673,0.072223,0.042729,0.040706,0.039926,0.002023,0.002803,
o  ts-377-1_reactant_2,-0.100790,-0.041598,0.039305,-0.056978,0.027160,0.027161,-0.084137,-0.084138,
o  ts-378-1_reactant_1,-0.033403,-0.030886,0.044342,0.018264,0.036862,0.036706,-0.018598,-0.018442,
o  ts-378-1_reactant_2,-0.103791,-0.044409,0.039500,-0.059790,0.027148,0.027149,-0.086938,-0.086939,
o  ts-379-1_reactant_1,-0.036364,-0.030813,0.062078,0.034050,0.038943,0.038612,-0.004892,-0.004562,
o  ts-379-1_reactant_2,-0.098201,-0.039078,0.039127,-0.054557,0.027178,0.027179,-0.081736,-0.081737,
o  ts-380-1_reactant_1,-0.031296,-0.025773,0.089637,0.068486,0.044309,0.042913,0.024177,0.025573,
o  ts-380-1_reactant_2,-0.098266,-0.039136,0.039132,-0.054617,0.027178,0.027179,-0.081795,-0.081796,
o  ts-381-1_reactant_1,0.018721,0.024506,0.145785,0.177276,0.051225,0.049031,0.126051,0.128245,
o  ts-381-1_reactant_2,-0.098982,-0.039789,0.039181,-0.055287,0.027173,0.027174,-0.082460,-0.082461,
o  ts-38-1_reactant_1,-0.037641,-0.034663,0.192311,0.166245,0.045405,0.044125,0.120841,0.122121,
o  ts-38-1_reactant_2,-0.096639,-0.037638,0.039012,-0.053109,0.027182,0.027183,-0.080291,-0.080292,
o  ts-382-1_reactant_1,-0.025484,-0.021929,0.117232,0.103524,0.048145,0.046355,0.055380,0.057169,
o  ts-382-1_reactant_2,-0.101271,-0.042069,0.039340,-0.057424,0.027159,0.027160,-0.084583,-0.084584,
o  ts-383-2_reactant_1,-0.115057,-0.111001,0.078110,-0.027106,0.043448,0.042427,-0.070554,-0.069533,
o  ts-383-2_reactant_2,-0.105259,-0.045613,0.039571,-0.061190,0.027144,0.027145,-0.088333,-0.088334,
o  ts-384-2_reactant_1,0.010925,0.014360,0.128032,0.150795,0.049001,0.046910,0.101795,0.103885,
o  ts-384-2_reactant_2,-0.105042,-0.045501,0.039577,-0.060966,0.027143,0.027144,-0.088109,-0.088110,
o  ts-385-1_reactant_1,-0.004960,-0.001343,0.166301,0.173093,0.046594,0.045329,0.126500,0.127764,
o  ts-385-1_reactant_2,-0.102612,-0.043243,0.039409,-0.058699,0.027152,0.027153,-0.085852,-0.085853,
o  ts-387-1_reactant_1,-0.002788,0.002043,0.155658,0.164360,0.045567,0.044648,0.118793,0.119712,
o  ts-387-1_reactant_2,-0.097539,-0.038467,0.039089,-0.053932,0.027180,0.027181,-0.081112,-0.081113,
o  ts-388-1_reactant_1,0.003056,0.007298,0.183201,0.199599,0.052542,0.049644,0.147057,0.149956,
o  ts-388-1_reactant_2,-0.097612,-0.038534,0.039096,-0.053998,0.027180,0.027181,-0.081177,-0.081178,
o  ts-389-1_reactant_1,0.054792,0.059741,0.239080,0.309054,0.055812,0.053264,0.253242,0.255790,
o  ts-389-1_reactant_2,-0.097733,-0.038617,0.039099,-0.054114,0.027183,0.027184,-0.081297,-0.081298,
o  ts-390-1_reactant_1,0.008250,0.011931,0.210739,0.233962,0.055087,0.052403,0.178875,0.181560,
o  ts-390-1_reactant_2,-0.101131,-0.041947,0.039331,-0.057292,0.027161,0.027162,-0.084453,-0.084454,
o  ts-391-3_reactant_1,-0.078901,-0.075337,0.171428,0.105611,0.051049,0.048797,0.054562,0.056814,
o  ts-391-3_reactant_2,-0.105175,-0.045630,0.039562,-0.061117,0.027140,0.027141,-0.088257,-0.088258,
o  ts-39-1_reactant_1,-0.130249,-0.127654,0.152624,0.032249,0.041196,0.040474,-0.008947,-0.008225,
o  ts-39-1_reactant_2,-0.098485,-0.039373,0.039127,-0.054847,0.027169,0.027170,-0.082016,-0.082017,
o  ts-392-3_reactant_1,0.046739,0.049969,0.221377,0.283256,0.057328,0.053603,0.225929,0.229653,
o  ts-392-3_reactant_2,-0.105340,-0.045804,0.039597,-0.061246,0.027141,0.027142,-0.088387,-0.088388,
o  ts-393-1_reactant_1,-0.046331,-0.043350,0.082219,0.043314,0.035321,0.035297,0.007993,0.008017,
o  ts-393-1_reactant_2,-0.098719,-0.039606,0.039159,-0.055045,0.027176,0.027177,-0.082221,-0.082222,
o  ts-394-2_reactant_1,-0.043142,-0.040788,0.053869,0.017081,0.032799,0.032667,-0.015719,-0.015586,
o  ts-394-2_reactant_2,-0.105486,-0.045882,0.039587,-0.061400,0.027144,0.027145,-0.088544,-0.088545,
o  ts-395-1_reactant_1,-0.044518,-0.039884,0.071766,0.034334,0.034433,0.034431,-0.000100,-0.000097,
o  ts-395-1_reactant_2,-0.095136,-0.036174,0.038930,-0.051676,0.027200,0.027201,-0.078876,-0.078877,
o  ts-396-1_reactant_1,-0.038994,-0.035193,0.099364,0.069161,0.039056,0.038541,0.030105,0.030620,
o  ts-396-1_reactant_2,-0.095319,-0.036340,0.038944,-0.051845,0.027200,0.027201,-0.079045,-0.079046,
o  ts-397-1_reactant_1,0.010914,0.014842,0.155518,0.177854,0.046083,0.044920,0.131771,0.132934,
o  ts-397-1_reactant_2,-0.096085,-0.037055,0.038992,-0.052565,0.027197,0.027198,-0.079761,-0.079763,
o  ts-398-1_reactant_1,-0.036056,-0.032918,0.127284,0.101606,0.043109,0.042209,0.058497,0.059397,
o  ts-398-1_reactant_2,-0.101128,-0.041937,0.039322,-0.057297,0.027162,0.027163,-0.084459,-0.084460,
o  ts-399-3_reactant_1,-0.127793,-0.125334,0.087806,-0.031353,0.038858,0.038454,-0.070212,-0.069807,
o  ts-399-3_reactant_2,-0.105363,-0.045754,0.039579,-0.061289,0.027140,0.027141,-0.088429,-0.088430,
o  ts-400-4_reactant_1,0.003202,0.006360,0.137906,0.151550,0.044275,0.043025,0.107275,0.108525,
o  ts-400-4_reactant_2,-0.105459,-0.045933,0.039608,-0.061354,0.027141,0.027142,-0.088495,-0.088496,
o  ts-401-1_reactant_1,-0.045548,-0.043093,0.137862,0.103007,0.044720,0.043356,0.058287,0.059651,
o  ts-401-1_reactant_2,-0.101325,-0.042110,0.039333,-0.057487,0.027159,0.027160,-0.084645,-0.084646,
o  ts-40-1_reactant_1,-0.001730,0.001104,0.202967,0.212921,0.046138,0.044902,0.166782,0.168019,
o  ts-40-1_reactant_2,-0.099062,-0.039920,0.039165,-0.055387,0.027167,0.027168,-0.082554,-0.082555,
o  ts-402-2_reactant_1,-0.035624,-0.032641,0.109545,0.083368,0.041118,0.040533,0.042250,0.042835,
o  ts-402-2_reactant_2,-0.100029,-0.040856,0.039241,-0.056279,0.027165,0.027166,-0.083444,-0.083445,
o  ts-403-1_reactant_1,-0.037997,-0.033668,0.126730,0.098596,0.042019,0.041414,0.056577,0.057182,
o  ts-403-1_reactant_2,-0.094572,-0.035752,0.038903,-0.051147,0.027189,0.027190,-0.078336,-0.078337,
o  ts-404-1_reactant_1,-0.032496,-0.028828,0.154162,0.133343,0.046884,0.045513,0.086459,0.087831,
o  ts-404-1_reactant_2,-0.094718,-0.035896,0.038916,-0.051281,0.027188,0.027189,-0.078469,-0.078470,
o  ts-405-1_reactant_1,0.020505,0.024193,0.210343,0.246072,0.056977,0.053586,0.189095,0.192486,
o  ts-405-1_reactant_2,-0.093376,-0.034548,0.038827,-0.050020,0.027200,0.027201,-0.077221,-0.077222,
o  ts-406-1_reactant_1,-0.026080,-0.022902,0.182602,0.170214,0.051312,0.049705,0.118903,0.120509,
o  ts-406-1_reactant_2,-0.095585,-0.036694,0.038986,-0.052073,0.027193,0.027194,-0.079266,-0.079267,
o  ts-407-1_reactant_1,-0.120509,-0.118282,0.143278,0.034713,0.047928,0.046197,-0.013214,-0.011484,
o  ts-407-1_reactant_2,-0.102219,-0.042924,0.039385,-0.058329,0.027155,0.027156,-0.085484,-0.085485,
o  ts-408-1_reactant_1,0.011916,0.014856,0.193380,0.218991,0.051959,0.050107,0.167031,0.168883,
o  ts-408-1_reactant_2,-0.098818,-0.039771,0.039185,-0.055118,0.027174,0.027175,-0.082291,-0.082292,
o  ts-409-1_reactant_1,-0.048795,-0.046451,0.100405,0.061947,0.043950,0.042959,0.017998,0.018988,
o  ts-409-1_reactant_2,-0.103220,-0.043845,0.039446,-0.059274,0.027149,0.027150,-0.086423,-0.086424,
o  ts-410-1_reactant_1,-0.040571,-0.038479,0.072172,0.040610,0.040816,0.040173,-0.000206,0.000436,
o  ts-410-1_reactant_2,-0.104431,-0.044948,0.039519,-0.060413,0.027145,0.027146,-0.087558,-0.087559,
o  ts-411-1_reactant_1,-0.048547,-0.044667,0.089894,0.051407,0.043014,0.042156,0.008393,0.009251,
o  ts-411-1_reactant_2,-0.100558,-0.041395,0.039290,-0.056759,0.027164,0.027165,-0.083923,-0.083924,
o  ts-412-1_reactant_1,-0.042585,-0.039353,0.117493,0.086745,0.047952,0.046225,0.038793,0.040520,
o  ts-412-1_reactant_2,-0.100453,-0.041295,0.039283,-0.056660,0.027165,0.027166,-0.083825,-0.083826,
o  ts-41-2_reactant_1,-0.061127,-0.058620,0.138746,0.087893,0.042078,0.041378,0.045815,0.046515,
o  ts-41-2_reactant_2,-0.099295,-0.040183,0.039200,-0.055581,0.027171,0.027172,-0.082752,-0.082753,
o  ts-413-1_reactant_1,0.020300,0.024519,0.173394,0.208234,0.054605,0.052386,0.153629,0.155847,
o  ts-413-1_reactant_2,-0.094660,-0.035789,0.038913,-0.051226,0.027188,0.027189,-0.078414,-0.078415,
o  ts-414-1_reactant_1,-0.027407,-0.024118,0.145246,0.131150,0.051145,0.049358,0.080005,0.081793,
o  ts-414-1_reactant_2,-0.097716,-0.038729,0.039120,-0.054079,0.027178,0.027179,-0.081257,-0.081258,
o  ts-415-1_reactant_1,-0.119058,-0.116432,0.105895,-0.001662,0.047147,0.045744,-0.048809,-0.047406,
o  ts-415-1_reactant_2,-0.104183,-0.044704,0.039503,-0.060182,0.027145,0.027146,-0.087327,-0.087328,
o  ts-416-1_reactant_1,0.009222,0.012643,0.156058,0.178595,0.051771,0.049712,0.126823,0.128883,
o  ts-416-1_reactant_2,-0.101311,-0.042103,0.039341,-0.057465,0.027157,0.027158,-0.084621,-0.084622,
o  ts-417-1_reactant_1,-0.030772,-0.027875,0.099657,0.079572,0.045591,0.044389,0.033981,0.035183,
o  ts-417-1_reactant_2,-0.102391,-0.043082,0.039399,-0.058487,0.027154,0.027155,-0.085642,-0.085643,
o  ts-418-1_reactant_1,-0.024014,-0.021031,0.071390,0.056691,0.042336,0.041513,0.014355,0.015178,
o  ts-418-1_reactant_2,-0.104746,-0.045227,0.039540,-0.060708,0.027143,0.027144,-0.087852,-0.087853,
o  ts-419-1_reactant_1,-0.022360,-0.017355,0.089012,0.077104,0.044828,0.043759,0.032276,0.033345,
o  ts-419-1_reactant_2,-0.095778,-0.036880,0.038987,-0.052273,0.027182,0.027183,-0.079455,-0.079456,
o  ts-420-1_reactant_1,-0.016545,-0.012432,0.116492,0.112216,0.049784,0.047874,0.062431,0.064342,
o  ts-420-1_reactant_2,-0.095874,-0.036973,0.038998,-0.052359,0.027181,0.027182,-0.079539,-0.079540,
o  ts-421-1_reactant_1,0.035292,0.039767,0.172600,0.222763,0.056258,0.053701,0.166506,0.169063,
o  ts-421-1_reactant_2,-0.095783,-0.036861,0.038992,-0.052273,0.027181,0.027182,-0.079455,-0.079456,
o  ts-42-1_reactant_1,-0.058168,-0.055659,0.110131,0.061169,0.039687,0.039270,0.021482,0.021899,
o  ts-42-1_reactant_2,-0.101099,-0.041865,0.039310,-0.057284,0.027157,0.027158,-0.084441,-0.084442,
o  ts-422-1_reactant_1,-0.011038,-0.007571,0.144311,0.147044,0.053348,0.050992,0.093696,0.096052,
o  ts-422-1_reactant_2,-0.098820,-0.039775,0.039193,-0.055114,0.027170,0.027171,-0.082284,-0.082285,
o  ts-423-1_reactant_1,-0.101982,-0.098915,0.105307,0.015086,0.048432,0.046901,-0.033346,-0.031815,
o  ts-423-1_reactant_2,-0.104265,-0.044761,0.039507,-0.060259,0.027146,0.027147,-0.087404,-0.087405,
o  ts-424-1_reactant_1,0.025113,0.028630,0.155255,0.194032,0.053339,0.050976,0.140693,0.143056,
o  ts-424-1_reactant_2,-0.102269,-0.042993,0.039403,-0.058363,0.027151,0.027152,-0.085515,-0.085516,
o  ts-425-1_reactant_1,0.007428,0.009990,0.192844,0.214228,0.053855,0.051107,0.160373,0.163121,
o  ts-425-1_reactant_2,-0.101621,-0.042385,0.039356,-0.057759,0.027156,0.027157,-0.084916,-0.084917,
o  ts-426-1_reactant_1,0.020034,0.023480,0.165139,0.197544,0.048652,0.047289,0.148892,0.150255,
o  ts-426-1_reactant_2,-0.100844,-0.041609,0.039302,-0.057034,0.027161,0.027162,-0.084195,-0.084196,
o  ts-427-2_reactant_1,0.015155,0.019950,0.182627,0.211286,0.050870,0.049444,0.160417,0.161842,
