   GoodVibes v3.0.1 2023/07/26 15:58:11
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: -c 1 -t 298.15 --spc SPE --csv --output am1_ts 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/l
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  ts-29-2,-0.058677,-0.017004,0.346963,0.309826,0.069593,0.065699,0.240233,0.244127,
o  ts-293-1,-0.093987,-0.048423,0.177457,0.101789,0.064830,0.060850,0.036959,0.040938,
o  ts-294-1,-0.126812,-0.076906,0.149264,0.039584,0.061275,0.058038,-0.021692,-0.018454,
o  ts-295-2,-0.217838,-0.159817,0.109175,-0.092733,0.060867,0.056456,-0.153600,-0.149190,
o  ts-296-2,-0.087385,-0.035760,0.159677,0.089617,0.062340,0.058793,0.027276,0.030823,
o  ts-297-2,-0.128941,-0.075963,0.103103,-0.011010,0.057146,0.054081,-0.068155,-0.065091,
o  ts-298-1,-0.119531,-0.069493,0.075045,-0.031316,0.052670,0.050497,-0.083986,-0.081813,
o  ts-299-2,-0.132006,-0.079598,0.092814,-0.024729,0.055740,0.053044,-0.080469,-0.077773,
o  ts-300-1,-0.126583,-0.078896,0.120868,0.010115,0.058744,0.055855,-0.048629,-0.045740,
o  ts-301-1,-0.078748,-0.032207,0.176714,0.116555,0.065816,0.061781,0.050739,0.054774,
o  ts-30-1,-0.093568,-0.048781,0.318189,0.245201,0.067045,0.063477,0.178156,0.181724,
o  ts-302-2,-0.113075,-0.060312,0.148511,0.052888,0.062636,0.059195,-0.009749,-0.006307,
o  ts-303-2,-0.202387,-0.142493,0.108408,-0.077735,0.062280,0.057591,-0.140015,-0.135325,
o  ts-304-1,-0.072891,-0.019284,0.158957,0.103715,0.063877,0.060002,0.039837,0.043713,
o  ts-305-2,-0.086381,-0.039674,0.196980,0.128160,0.061183,0.058476,0.066977,0.069685,
o  ts-306-2,-0.082257,-0.033392,0.168536,0.102610,0.058928,0.056219,0.043682,0.046391,
o  ts-307-2,-0.094496,-0.048545,0.187051,0.109585,0.059608,0.057240,0.049977,0.052345,
o  ts-308-1,-0.084611,-0.039367,0.214250,0.148671,0.065817,0.061692,0.082855,0.086980,
o  ts-309-1,-0.037056,0.006298,0.270201,0.254875,0.072818,0.067456,0.182058,0.187420,
o  ts-310-2,-0.075573,-0.017626,0.241040,0.186680,0.072233,0.066654,0.114447,0.120026,
o  ts-311-2,-0.155716,-0.105486,0.201976,0.065297,0.066161,0.062004,-0.000864,0.003293,
o  ts-31-1,-0.187260,-0.138743,0.278075,0.109788,0.063909,0.060453,0.045879,0.049334,
o  ts-312-2,-0.033366,0.022565,0.251769,0.239651,0.073110,0.066970,0.166540,0.172680,
o  ts-313-1,-0.133314,-0.084715,0.113073,-0.007059,0.051547,0.049545,-0.058605,-0.056604,
o  ts-314-1,-0.125885,-0.076718,0.084794,-0.029241,0.048748,0.046915,-0.077989,-0.076156,
o  ts-315-1,-0.137568,-0.090128,0.103244,-0.021795,0.049477,0.047969,-0.071272,-0.069764,
o  ts-316-1,-0.130784,-0.083920,0.130673,0.014190,0.054058,0.051865,-0.039869,-0.037675,
o  ts-317-2,-0.083112,-0.038713,0.186477,0.120474,0.061998,0.058178,0.058476,0.062296,
o  ts-318-1,-0.116550,-0.069205,0.158048,0.057483,0.058532,0.055615,-0.001049,0.001868,
o  ts-319-2,-0.204515,-0.151729,0.118391,-0.071609,0.056269,0.052924,-0.127877,-0.124533,
o  ts-320-1,-0.076680,-0.029191,0.168749,0.108090,0.058431,0.055577,0.049660,0.052514,
o  ts-321-1,-0.099238,-0.051083,0.235197,0.153607,0.061658,0.058080,0.091949,0.095527,
o  ts-322-1,-0.100153,-0.053547,0.207249,0.123186,0.056857,0.054724,0.066329,0.068462,
o  ts-32-2,-0.053913,-0.007773,0.328047,0.295058,0.069536,0.064745,0.225522,0.230313,
o  ts-323-1,-0.106314,-0.059146,0.225672,0.136277,0.058086,0.056024,0.078191,0.080253,
o  ts-324-2,-0.095507,-0.048546,0.252452,0.175985,0.064340,0.060812,0.111645,0.115172,
o  ts-325-1,-0.049636,-0.005379,0.308539,0.280572,0.071106,0.066529,0.209466,0.214043,
o  ts-326-1,-0.083170,-0.036880,0.280366,0.217474,0.066467,0.063134,0.151007,0.154340,
o  ts-327-1,-0.175747,-0.125095,0.240408,0.083609,0.065743,0.061454,0.017866,0.022156,
o  ts-328-1,-0.044570,0.001337,0.290883,0.266732,0.067567,0.063769,0.199165,0.202963,
o  ts-329-1,-0.102162,-0.053402,0.197742,0.112803,0.060499,0.057409,0.052304,0.055394,
o  ts-3-2,-0.159895,-0.111807,0.207859,0.062157,0.051817,0.049712,0.010340,0.012445,
o  ts-330-2,-0.103312,-0.054096,0.169694,0.082186,0.057112,0.054587,0.025074,0.027598,
o  ts-331-1,-0.109741,-0.060709,0.188194,0.095074,0.058350,0.055831,0.036724,0.039244,
o  ts-33-1,-0.155976,-0.108511,0.189107,0.046558,0.050178,0.048366,-0.003621,-0.001808,
o  ts-332-1,-0.101914,-0.056621,0.215110,0.131863,0.065075,0.060748,0.066788,0.071115,
o  ts-333-2,-0.054513,-0.012149,0.271311,0.237991,0.070228,0.065675,0.167763,0.172316,
o  ts-334-1,-0.089240,-0.037107,0.242136,0.173566,0.070156,0.064971,0.103409,0.108595,
o  ts-335-1,-0.180021,-0.128600,0.202983,0.041531,0.064205,0.060495,-0.022674,-0.018964,
o  ts-336-2,-0.049738,-0.000648,0.253080,0.223711,0.068917,0.064331,0.154794,0.159380,
o  ts-337-2,-0.086813,-0.037968,0.196812,0.127797,0.063093,0.059333,0.064704,0.068463,
o  ts-338-2,-0.087309,-0.036817,0.168869,0.097718,0.058687,0.055867,0.039030,0.041850,
o  ts-339-1,-0.091746,-0.042424,0.186737,0.112199,0.060493,0.057608,0.051706,0.054591,
o  ts-340-1,-0.086062,-0.041430,0.214709,0.147437,0.065381,0.061334,0.082056,0.086103,
o  ts-341-1,-0.039060,0.003359,0.270688,0.253070,0.071487,0.066730,0.181583,0.186340,
o  ts-342-1,-0.075826,-0.020740,0.241288,0.186552,0.072186,0.066426,0.114366,0.120127,
o  ts-34-2,-0.148207,-0.101117,0.161004,0.024708,0.046143,0.045104,-0.021435,-0.020396,
o  ts-343-1,-0.163842,-0.111939,0.202360,0.057366,0.065598,0.061659,-0.008232,-0.004293,
o  ts-344-1,-0.033092,0.016955,0.252516,0.240111,0.070322,0.065447,0.169789,0.174664,
o  ts-345-1,-0.048432,-0.000028,0.290494,0.262748,0.068765,0.064450,0.193983,0.198298,
o  ts-346-1,-0.044198,0.004286,0.262296,0.237552,0.066327,0.062156,0.171224,0.175396,
o  ts-347-1,-0.052758,-0.008008,0.281258,0.248335,0.065183,0.062093,0.183152,0.186242,
o  ts-348-1,-0.044766,-0.001109,0.308153,0.285296,0.071259,0.066628,0.214036,0.218668,
o  ts-349-1,0.002978,0.044311,0.364125,0.391715,0.078448,0.072433,0.313267,0.319282,
o  ts-350-2,-0.033246,0.017764,0.334778,0.325622,0.077616,0.071536,0.248005,0.254085,
o  ts-351-1,-0.126332,-0.078762,0.296103,0.191510,0.070326,0.066459,0.121185,0.125051,
o  ts-352-1,0.010579,0.059508,0.345561,0.380219,0.078474,0.071870,0.301745,0.308349,
o  ts-35-2,-0.151598,-0.102245,0.179731,0.040755,0.047308,0.046383,-0.006553,-0.005628,
o  ts-353-1,-0.098111,-0.047660,0.206518,0.124867,0.059610,0.056069,0.065257,0.068798,
o  ts-354-1,-0.091693,-0.044663,0.179023,0.101886,0.053566,0.051654,0.048319,0.050231,
o  ts-355-2,-0.094903,-0.047218,0.196809,0.117596,0.056454,0.053833,0.061142,0.063763,
o  ts-356-1,-0.094707,-0.047723,0.224347,0.146992,0.059978,0.057312,0.087014,0.089680,
o  ts-357-1,-0.041822,0.001907,0.280434,0.258723,0.068616,0.063707,0.190107,0.195016,
o  ts-358-2,-0.078867,-0.031724,0.251694,0.191866,0.064854,0.061120,0.127012,0.130745,
o  ts-359-2,-0.172562,-0.123004,0.212268,0.056993,0.060737,0.057583,-0.003744,-0.000590,
o  ts-360-1,-0.043737,0.003459,0.262319,0.237729,0.065326,0.061509,0.172403,0.176220,
o  ts-361-1,-0.164768,-0.118183,0.151754,0.000117,0.050346,0.048512,-0.050229,-0.048395,
o  ts-362-1,-0.157543,-0.108416,0.123070,-0.022388,0.048665,0.046616,-0.071053,-0.069004,
o  ts-36-2,-0.144783,-0.096110,0.207103,0.076671,0.051736,0.050260,0.024935,0.026411,
o  ts-363-1,-0.167540,-0.121955,0.141714,-0.013136,0.049041,0.047460,-0.062177,-0.060596,
o  ts-364-1,-0.161291,-0.115677,0.169215,0.022374,0.053518,0.051387,-0.031144,-0.029013,
o  ts-365-1,-0.114027,-0.071479,0.225206,0.128338,0.060610,0.057360,0.067728,0.070978,
o  ts-366-1,-0.144180,-0.095697,0.196333,0.068360,0.058388,0.055255,0.009972,0.013105,
o  ts-367-1,-0.243474,-0.188646,0.156401,-0.072154,0.057237,0.053129,-0.129391,-0.125282,
o  ts-368-1,-0.108184,-0.057540,0.206514,0.114874,0.060028,0.056328,0.054845,0.058545,
o  ts-369-1,-0.167963,-0.114889,0.113642,-0.041105,0.052619,0.049533,-0.093724,-0.090638,
o  ts-370-2,-0.156796,-0.105574,0.085577,-0.059574,0.048543,0.046112,-0.108117,-0.105686,
o  ts-371-1,-0.167968,-0.120447,0.104242,-0.051402,0.049011,0.047139,-0.100413,-0.098541,
o  ts-37-1,-0.099961,-0.055262,0.262365,0.179828,0.060766,0.057367,0.119062,0.122461,
o  ts-372-1,-0.164305,-0.111474,0.131029,-0.018812,0.055251,0.052114,-0.074063,-0.070926,
o  ts-373-1,-0.112153,-0.066859,0.187620,0.092265,0.060741,0.057051,0.031524,0.035214,
o  ts-374-2,-0.148973,-0.099639,0.158930,0.025777,0.057911,0.054832,-0.032134,-0.029054,
o  ts-375-2,-0.241021,-0.186954,0.119219,-0.107484,0.056247,0.052333,-0.163731,-0.159817,
o  ts-376-2,-0.113486,-0.059883,0.169319,0.071993,0.060028,0.055992,0.011965,0.016001,
o  ts-377-1,-0.147890,-0.099733,0.113212,-0.021560,0.051759,0.049666,-0.073318,-0.071225,
o  ts-378-1,-0.139810,-0.086979,0.084921,-0.042941,0.050329,0.047508,-0.093270,-0.090450,
o  ts-379-1,-0.155366,-0.108038,0.103538,-0.039308,0.049970,0.048130,-0.089278,-0.087438,
o  ts-380-1,-0.148800,-0.101740,0.131091,-0.003409,0.054627,0.052097,-0.058036,-0.055506,
o  ts-381-1,-0.101276,-0.056545,0.187122,0.102803,0.061373,0.057891,0.041430,0.044912,
o  ts-38-1,-0.137513,-0.090038,0.234145,0.112845,0.057576,0.054636,0.055269,0.058209,
o  ts-382-1,-0.134040,-0.083585,0.158335,0.040344,0.059155,0.055845,-0.018811,-0.015501,
o  ts-383-2,-0.223617,-0.169486,0.118511,-0.090558,0.057203,0.053314,-0.147760,-0.143872,
o  ts-384-2,-0.097229,-0.043430,0.168632,0.087823,0.061218,0.057006,0.026605,0.030817,
o  ts-385-1,-0.113644,-0.066028,0.207104,0.109576,0.057890,0.055008,0.051686,0.054569,
o  ts-387-1,-0.116617,-0.072146,0.197113,0.096157,0.056521,0.053928,0.039635,0.042228,
o  ts-388-1,-0.110180,-0.065854,0.224703,0.131960,0.061331,0.057886,0.070629,0.074073,
o  ts-389-1,-0.060359,-0.017159,0.280479,0.240378,0.069025,0.064059,0.171353,0.176319,
o  ts-390-1,-0.095734,-0.047102,0.251740,0.175243,0.065718,0.061643,0.109525,0.113600,
o  ts-391-3,-0.185722,-0.134259,0.211981,0.043826,0.062675,0.058548,-0.018849,-0.014722,
o  ts-39-1,-0.233009,-0.185795,0.194563,-0.024015,0.052735,0.050773,-0.076751,-0.074788,
o  ts-392-3,-0.059311,-0.005136,0.261884,0.222320,0.069002,0.063339,0.153317,0.158981,
o  ts-393-1,-0.155972,-0.109134,0.123571,-0.020859,0.046746,0.045236,-0.067605,-0.066095,
o  ts-394-2,-0.147995,-0.092721,0.094517,-0.042608,0.046756,0.044117,-0.089364,-0.086725,
o  ts-395-1,-0.159352,-0.113089,0.113569,-0.034712,0.045349,0.044121,-0.080061,-0.078833,
o  ts-396-1,-0.153229,-0.106975,0.141083,0.000657,0.049738,0.047973,-0.049081,-0.047317,
o  ts-397-1,-0.106068,-0.063079,0.197066,0.106496,0.056780,0.053952,0.049716,0.052544,
o  ts-398-1,-0.139420,-0.088117,0.167899,0.043358,0.056455,0.052944,-0.013097,-0.009586,
o  ts-399-3,-0.234410,-0.179593,0.128405,-0.092774,0.052955,0.049551,-0.145729,-0.142325,
o  ts-400-4,-0.107279,-0.052847,0.178057,0.086004,0.058402,0.054178,0.027602,0.031825,
o  ts-401-1,-0.143637,-0.093048,0.178905,0.050166,0.055023,0.052541,-0.004857,-0.002375,
o  ts-40-1,-0.102775,-0.056141,0.244695,0.158257,0.058185,0.055178,0.100072,0.103078,
o  ts-402-2,-0.136390,-0.088718,0.150856,0.027945,0.051410,0.049645,-0.023466,-0.021701,
o  ts-403-1,-0.142655,-0.096930,0.168755,0.040662,0.053938,0.051717,-0.013275,-0.011055,
o  ts-404-1,-0.136549,-0.090896,0.196162,0.075966,0.058626,0.055716,0.017340,0.020250,
o  ts-405-1,-0.088709,-0.046765,0.252468,0.182593,0.064845,0.061097,0.117749,0.121497,
o  ts-406-1,-0.123624,-0.075972,0.224086,0.118165,0.061345,0.058383,0.056820,0.059781,
o  ts-407-1,-0.220291,-0.168926,0.184354,-0.019814,0.058418,0.055527,-0.078232,-0.075341,
o  ts-408-1,-0.086535,-0.038454,0.234498,0.165836,0.062531,0.059084,0.103306,0.106753,
o  ts-409-1,-0.149658,-0.097696,0.141184,0.006217,0.055319,0.052596,-0.049102,-0.046379,
o  ts-410-1,-0.141937,-0.089595,0.112863,-0.015688,0.052346,0.050015,-0.068034,-0.065702,
o  ts-411-1,-0.150348,-0.099106,0.130773,-0.005177,0.054194,0.051734,-0.059371,-0.056910,
o  ts-412-1,-0.144066,-0.093342,0.158475,0.030502,0.058746,0.055579,-0.028243,-0.025077,
o  ts-41-2,-0.164042,-0.116876,0.180131,0.030414,0.052778,0.050703,-0.022364,-0.020289,
o  ts-413-1,-0.093937,-0.050937,0.215128,0.139651,0.065253,0.061017,0.074398,0.078634,
o  ts-414-1,-0.129757,-0.080906,0.186499,0.074166,0.061236,0.058206,0.012930,0.015960,
o  ts-415-1,-0.221653,-0.167832,0.146632,-0.059154,0.058712,0.055441,-0.117866,-0.114595,
o  ts-416-1,-0.092421,-0.042650,0.196927,0.122111,0.062332,0.058807,0.059779,0.063304,
o  ts-417-1,-0.132680,-0.081366,0.140544,0.022868,0.056745,0.053827,-0.033877,-0.030958,
o  ts-418-1,-0.126275,-0.073237,0.112056,-0.000488,0.054020,0.051309,-0.054508,-0.051797,
o  ts-419-1,-0.135821,-0.088287,0.130959,0.009463,0.054552,0.052215,-0.045089,-0.042751,
o  ts-420-1,-0.128680,-0.082091,0.158416,0.045849,0.059292,0.056170,-0.013444,-0.010322,
o  ts-421-1,-0.080542,-0.036898,0.214427,0.152611,0.066070,0.061856,0.086542,0.090755,
o  ts-42-1,-0.160668,-0.112911,0.151392,0.004001,0.050362,0.048663,-0.046361,-0.044662,
o  ts-422-1,-0.114968,-0.065479,0.185729,0.088542,0.062998,0.059486,0.025544,0.029056,
o  ts-423-1,-0.206295,-0.150963,0.146026,-0.044082,0.060227,0.056642,-0.104309,-0.100725,
o  ts-424-1,-0.078350,-0.027210,0.196246,0.135796,0.063456,0.059807,0.072340,0.075989,
o  ts-425-1,-0.091137,-0.041698,0.233900,0.160898,0.063557,0.059593,0.097341,0.101305,
o  ts-426-1,-0.082454,-0.035548,0.206208,0.140293,0.059563,0.056325,0.080730,0.083967,
o  ts-427-2,-0.093072,-0.049324,0.224693,0.148864,0.060301,0.057473,0.088563,0.091391,
o  ts-428-1,-0.087103,-0.043177,0.252210,0.184126,0.064932,0.061316,0.119194,0.122810,
o  ts-429-2,-0.038647,0.003498,0.307602,0.290981,0.072655,0.067657,0.218326,0.223324,
o  ts-430-1,-0.074036,-0.026879,0.279345,0.226131,0.069051,0.064899,0.157080,0.161231,
o  ts-431-1,-0.165029,-0.114008,0.239657,0.093810,0.066338,0.062013,0.027472,0.031798,
o  ts-43-1,-0.166753,-0.118920,0.170000,0.017194,0.051022,0.049591,-0.033828,-0.032397,
o  ts-432-2,-0.033679,0.014396,0.289718,0.277051,0.070544,0.065617,0.206507,0.211433,
o  ts-433-1,-0.138595,-0.087985,0.150646,0.025573,0.051990,0.049852,-0.026417,-0.024279,
o  ts-434-2,-0.128031,-0.080222,0.122549,0.006492,0.048152,0.046643,-0.041661,-0.040151,
o  ts-435-3,-0.135109,-0.089492,0.140763,0.018452,0.050794,0.048638,-0.032342,-0.030186,
o  ts-436-1,-0.128929,-0.083394,0.168305,0.053877,0.054004,0.051880,-0.000128,0.001997,
o  ts-437-1,-0.081795,-0.036984,0.224229,0.159772,0.061566,0.058101,0.098206,0.101671,
o  ts-438-1,-0.119391,-0.070231,0.195662,0.092636,0.059343,0.056070,0.033292,0.036565,
o  ts-439-2,-0.215109,-0.163321,0.156115,-0.044418,0.054785,0.052373,-0.099202,-0.096790,
o  ts-4-3,-0.152762,-0.105663,0.235370,0.098463,0.055406,0.053300,0.043057,0.045164,
o  ts-440-2,-0.084686,-0.034269,0.206288,0.138035,0.059859,0.056414,0.078176,0.081621,
o  ts-441-1,-0.136401,-0.089586,0.141491,0.019623,0.054247,0.052080,-0.034624,-0.032457,
o  ts-44-1,-0.160098,-0.112831,0.197427,0.053059,0.055600,0.053556,-0.002541,-0.000497,
o  ts-442-1,-0.135424,-0.086997,0.113203,-0.008934,0.051679,0.049833,-0.060613,-0.058767,
o  ts-443-2,-0.144306,-0.097854,0.131486,0.001245,0.052816,0.051018,-0.051571,-0.049773,
o  ts-444-1,-0.137743,-0.091700,0.158891,0.037031,0.057430,0.055018,-0.020400,-0.017987,
o  ts-445-1,-0.090301,-0.046756,0.214639,0.143084,0.065425,0.061433,0.077659,0.081651,
o  ts-446-1,-0.122963,-0.076406,0.186670,0.081064,0.060707,0.058013,0.020357,0.023051,
o  ts-447-1,-0.217741,-0.161918,0.146612,-0.055014,0.059381,0.056039,-0.114394,-0.111053,
o  ts-448-1,-0.082866,-0.036948,0.197340,0.131809,0.060899,0.058169,0.070910,0.073640,
o  ts-449-2,-0.142210,-0.094443,0.103994,-0.023934,0.054383,0.052189,-0.078317,-0.076123,
o  ts-450-2,-0.138514,-0.088555,0.075846,-0.049818,0.051215,0.049276,-0.101034,-0.099094,
o  ts-451-2,-0.149966,-0.103195,0.093949,-0.042258,0.052453,0.050724,-0.094711,-0.092982,
o  ts-45-1,-0.113068,-0.068951,0.253222,0.158705,0.063372,0.059942,0.095334,0.098763,
o  ts-452-2,-0.143603,-0.097019,0.121541,-0.006530,0.057209,0.054650,-0.063739,-0.061180,
o  ts-453-1,-0.095654,-0.051761,0.177571,0.100110,0.063933,0.060390,0.036177,0.039720,
o  ts-454-1,-0.128843,-0.077469,0.149217,0.037540,0.061405,0.058151,-0.023865,-0.020611,
o  ts-455-1,-0.217660,-0.160952,0.109284,-0.092562,0.059708,0.055965,-0.152270,-0.148527,
o  ts-456-1,-0.089046,-0.036696,0.159592,0.087952,0.062660,0.058972,0.025291,0.028980,
o  ts-457-2,-0.129994,-0.076513,0.102934,-0.012068,0.057832,0.054460,-0.069899,-0.066528,
o  ts-458-2,-0.122187,-0.072216,0.075050,-0.033969,0.052645,0.050500,-0.086614,-0.084469,
o  ts-459-1,-0.132262,-0.080220,0.092743,-0.024962,0.056751,0.053534,-0.081714,-0.078496,
o  ts-460-1,-0.130421,-0.081941,0.120820,0.006229,0.058525,0.055800,-0.052297,-0.049571,
o  ts-461-1,-0.081731,-0.036447,0.176808,0.113592,0.065307,0.061547,0.048284,0.052045,
o  ts-46-1,-0.143221,-0.097187,0.225019,0.099032,0.059391,0.056708,0.039640,0.042323,
o  ts-462-1,-0.115308,-0.061507,0.148463,0.050666,0.062905,0.059344,-0.012240,-0.008678,
o  ts-463-2,-0.203189,-0.144570,0.108509,-0.078521,0.061320,0.057203,-0.139841,-0.135723,
o  ts-464-2,-0.075443,-0.020871,0.158853,0.101159,0.064220,0.060171,0.036940,0.040988,
o  ts-465-2,-0.087356,-0.041236,0.196954,0.127157,0.061198,0.058448,0.065959,0.068709,
o  ts-466-1,-0.080789,-0.033486,0.168627,0.104104,0.058938,0.056103,0.045167,0.048001,
o  ts-467-2,-0.095878,-0.050560,0.187012,0.108152,0.059530,0.057167,0.048622,0.050985,
o  ts-468-1,-0.087069,-0.041454,0.214307,0.146256,0.065583,0.061633,0.080673,0.084623,
o  ts-469-1,-0.038779,0.004364,0.270202,0.253171,0.072794,0.067524,0.180377,0.185647,
o  ts-470-1,-0.075131,-0.018516,0.241149,0.187144,0.072132,0.066563,0.115012,0.120581,
o  ts-471-1,-0.161067,-0.110505,0.202107,0.059995,0.065525,0.061739,-0.005531,-0.001744,
o  ts-47-1,-0.239775,-0.189407,0.185174,-0.038861,0.056777,0.054072,-0.095638,-0.092933,
o  ts-472-1,-0.032560,0.022116,0.251768,0.240432,0.073256,0.067021,0.167176,0.173411,
o  ts-473-1,-0.133322,-0.084983,0.113117,-0.007018,0.051585,0.049559,-0.058603,-0.056577,
o  ts-474-2,-0.127840,-0.076212,0.084671,-0.031183,0.049533,0.047407,-0.080716,-0.078590,
o  ts-475-2,-0.134467,-0.087071,0.103142,-0.018677,0.050145,0.048317,-0.068822,-0.066993,
o  ts-476-1,-0.133197,-0.087302,0.130641,0.011775,0.054174,0.051952,-0.042399,-0.040177,
o  ts-477-2,-0.082639,-0.038645,0.186437,0.120924,0.062028,0.058221,0.058895,0.062702,
o  ts-478-1,-0.116995,-0.069350,0.158082,0.057130,0.058932,0.055818,-0.001802,0.001312,
o  ts-479-1,-0.211336,-0.154631,0.118324,-0.078347,0.057601,0.053651,-0.135948,-0.131999,
o  ts-480-2,-0.081533,-0.033181,0.168748,0.103306,0.059024,0.055994,0.044283,0.047313,
o  ts-481-2,-0.118721,-0.069408,0.140440,0.036807,0.056737,0.054105,-0.019931,-0.017298,
o  ts-48-1,-0.105677,-0.059963,0.235617,0.147211,0.060023,0.057154,0.087188,0.090057,
o  ts-482-1,-0.118657,-0.066146,0.112189,0.007334,0.053991,0.051568,-0.046657,-0.044234,
o  ts-483-2,-0.124767,-0.077564,0.130654,0.020335,0.054249,0.052344,-0.033913,-0.032009,
o  ts-484-1,-0.118061,-0.071604,0.158072,0.056296,0.059100,0.056410,-0.002804,-0.000114,
o  ts-485-1,-0.070820,-0.026849,0.213894,0.162185,0.067062,0.062747,0.095122,0.099437,
o  ts-486-1,-0.103273,-0.056194,0.185946,0.100337,0.061911,0.059137,0.038426,0.041200,
o  ts-487-1,-0.195769,-0.141430,0.145857,-0.033549,0.060235,0.056929,-0.093783,-0.090477,
o  ts-488-1,-0.061773,-0.015730,0.196385,0.152444,0.062792,0.059683,0.089652,0.092760,
o  ts-489-1,-0.122372,-0.071295,0.102990,-0.004486,0.057310,0.054143,-0.061797,-0.058630,
o  ts-490-1,-0.118386,-0.068118,0.075069,-0.030147,0.052587,0.050433,-0.082734,-0.080580,
o  ts-491-1,-0.128991,-0.081625,0.093134,-0.021715,0.054066,0.052060,-0.075781,-0.073775,
o  ts-49-1,-0.166071,-0.116925,0.142251,-0.009584,0.053351,0.050985,-0.062935,-0.060569,
o  ts-492-1,-0.119881,-0.069764,0.120361,0.016724,0.060865,0.057089,-0.044141,-0.040366,
o  ts-493-1,-0.074218,-0.028883,0.176663,0.121110,0.066260,0.062034,0.054851,0.059076,
o  ts-494-1,-0.108206,-0.056928,0.148494,0.057739,0.062588,0.059177,-0.004849,-0.001438,
o  ts-495-1,-0.197796,-0.141087,0.108463,-0.073207,0.061083,0.057097,-0.134291,-0.130304,
o  ts-496-1,-0.066981,-0.015957,0.158875,0.109538,0.063636,0.059888,0.045902,0.049650,
o  ts-497-2,-0.106960,-0.059018,0.102573,0.010474,0.056644,0.054231,-0.046170,-0.043757,
o  ts-498-1,-0.101518,-0.051826,0.074279,-0.013756,0.053964,0.051624,-0.067720,-0.065380,
o  ts-499-3,-0.114422,-0.066861,0.092498,-0.007506,0.055555,0.053253,-0.063061,-0.060759,
o  ts-500-1,-0.108654,-0.060647,0.120014,0.027565,0.060301,0.057154,-0.032735,-0.029589,
o  ts-501-1,-0.059803,-0.013542,0.175908,0.135042,0.067207,0.062920,0.067836,0.072123,
o  ts-502-1,-0.094277,-0.041069,0.147715,0.071218,0.063961,0.060300,0.007257,0.010918,
o  ts-50-2,-0.164578,-0.112705,0.113566,-0.037827,0.051526,0.049083,-0.089353,-0.086910,
o  ts-503-1,-0.184020,-0.124643,0.107657,-0.059890,0.062479,0.058227,-0.122369,-0.118118,
o  ts-504-2,-0.055577,0.003371,0.157613,0.120460,0.068039,0.062468,0.052420,0.057992,
o  ts-505-1,-0.064015,-0.018447,0.196127,0.150011,0.062718,0.059607,0.087293,0.090404,
o  ts-506-2,-0.059760,-0.012475,0.167844,0.124677,0.060292,0.057237,0.064385,0.067440,
o  ts-507-1,-0.074368,-0.028606,0.186233,0.129247,0.060962,0.058387,0.068285,0.070859,
o  ts-508-2,-0.067866,-0.022280,0.213772,0.165071,0.065619,0.062227,0.099452,0.102844,
o  ts-509-2,-0.017961,0.025273,0.269443,0.273547,0.074001,0.068551,0.199546,0.204996,
o  ts-510-1,-0.054771,0.001966,0.240334,0.206999,0.072828,0.067354,0.134172,0.139646,
o  ts-511-3,-0.140887,-0.090560,0.201301,0.079686,0.066710,0.062800,0.012976,0.016886,
o  ts-51-1,-0.166947,-0.118018,0.131504,-0.021284,0.053351,0.050775,-0.074634,-0.072059,
o  ts-512-1,-0.012271,0.042168,0.251015,0.260246,0.073922,0.067754,0.186324,0.192491,
o  ts-513-1,-0.113245,-0.064625,0.112353,0.012591,0.052847,0.050712,-0.040256,-0.038121,
o  ts-514-2,-0.107902,-0.056847,0.083854,-0.011772,0.050706,0.048528,-0.062478,-0.060299,
o  ts-515-1,-0.117828,-0.070113,0.102449,-0.002523,0.050878,0.049212,-0.053402,-0.051736,
o  ts-516-1,-0.110663,-0.063890,0.129880,0.033847,0.055436,0.053073,-0.021590,-0.019227,
o  ts-517-1,-0.062802,-0.018626,0.185665,0.140315,0.063358,0.059339,0.076958,0.080976,
o  ts-518-1,-0.096416,-0.048665,0.157301,0.077208,0.059969,0.056846,0.017239,0.020362,
o  ts-519-2,-0.189603,-0.133731,0.117559,-0.057168,0.057831,0.054260,-0.114999,-0.111428,
o  ts-520-1,-0.056172,-0.009001,0.167928,0.128117,0.059816,0.056764,0.068301,0.071353,
o  ts-521-2,-0.074126,-0.029392,0.234593,0.178207,0.060880,0.058398,0.117327,0.119809,
o  ts-52-1,-0.163744,-0.109861,0.159139,0.011269,0.057945,0.054710,-0.046676,-0.043441,
o  ts-522-1,-0.077225,-0.030533,0.206544,0.145699,0.058067,0.055754,0.087632,0.089945,
