   GoodVibes v3.0.1 2023/07/27 10:06:11
   REF: Luchini, G.; Alegre-Requena J. V.; Guan, Y.; Funes-Ardoiz, I.; Paton, R. S. (2019).
        GoodVibes: GoodVibes 3.0.1 http://doi.org/10.5281/zenodo.595246
   Requested: --csv --output am1_non_ts 

   Temperature = 298.15 Kelvin   Pressure = 1 atm
   All energetic values below shown in Hartree unless otherwise specified.
   Using vibrational scale factor 1.0 for AM1/ZDO level of theory

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964


   Structure,E,ZPE,H,T.S,T.qh-S,G(T),qh-G(T),
o  ts_1681,0.127796,0.186924,0.325857,0.046500,0.045933,0.279357,0.279924,
o  ts_1682,0.238925,0.153690,0.402676,0.044098,0.043862,0.358577,0.358813,
o  ts_1683,0.178467,0.144699,0.332701,0.043078,0.042913,0.289623,0.289788,
o  ts_1684,0.197826,0.144059,0.351661,0.044419,0.044196,0.307242,0.307465,
o  ts_1685,0.114742,0.146439,0.270344,0.041800,0.041676,0.228544,0.228668,
o  ts_1686,0.141316,0.186546,0.339206,0.047257,0.046477,0.291949,0.292729,
o  ts_1687,0.090169,0.191906,0.294410,0.049926,0.048807,0.244484,0.245603,
o  ts_1688,0.201611,0.158609,0.371458,0.047421,0.046669,0.324037,0.324789,
o  ts_1689,0.141092,0.149643,0.301458,0.046464,0.045773,0.254994,0.255686,
o  ts_1690,0.160452,0.148949,0.320377,0.047800,0.047032,0.272577,0.273345,
o  ts_1691,0.077374,0.151392,0.239130,0.045266,0.044609,0.193865,0.194522,
o  ts_1692,0.189277,0.171128,0.370302,0.043096,0.042916,0.327205,0.327385,
o  ts_1693,0.138384,0.176374,0.325681,0.045858,0.045392,0.279823,0.280288,
o  ts_1694,0.249861,0.143120,0.402807,0.043408,0.043241,0.359399,0.359566,
o  ts_1695,0.189257,0.134132,0.332698,0.042443,0.042321,0.290255,0.290377,
o  ts_1696,0.208894,0.133477,0.351919,0.043758,0.043599,0.308161,0.308320,
o  ts_1697,0.125343,0.135861,0.270161,0.041240,0.041146,0.228922,0.229016,
o  ts_1698,0.183766,0.144888,0.338176,0.043207,0.042929,0.294969,0.295247,
o  ts_1699,0.132547,0.150215,0.293275,0.045851,0.045259,0.247424,0.248016,
o  ts_1700,0.245015,0.116971,0.371412,0.043422,0.043153,0.327990,0.328259,
o  ts_1701,0.183924,0.107981,0.300810,0.042426,0.042228,0.258383,0.258582,
o  ts_1702,0.203483,0.107287,0.319931,0.043782,0.043500,0.276149,0.276430,
o  ts_1703,0.120169,0.109739,0.238444,0.041185,0.041043,0.197258,0.197401,
o  ts_1704,0.230065,0.237358,0.480512,0.052460,0.050688,0.428051,0.429824,
o  ts_1705,0.179125,0.242625,0.435850,0.055211,0.052971,0.380639,0.382879,
o  ts_1706,0.290972,0.209318,0.513348,0.052984,0.051039,0.460364,0.462309,
o  ts_1707,0.230109,0.200331,0.442964,0.051896,0.050053,0.391068,0.392912,
o  ts_1708,0.249790,0.199613,0.462214,0.053378,0.051344,0.408836,0.410870,
o  ts_1709,0.166369,0.202131,0.380629,0.050608,0.048895,0.330021,0.331734,
o  ts_1710,0.127663,0.157438,0.295180,0.044155,0.043600,0.251024,0.251580,
o  ts_1711,0.073613,0.162818,0.247414,0.046298,0.045786,0.201116,0.201628,
o  ts_1712,0.195464,0.129614,0.334996,0.044073,0.043730,0.290923,0.291266,
o  ts_1713,0.133595,0.120572,0.263546,0.042994,0.042741,0.220553,0.220805,
o  ts_1714,0.154345,0.119958,0.283925,0.044343,0.044030,0.239582,0.239895,
o  ts_1715,0.060738,0.122249,0.192035,0.041792,0.041580,0.150243,0.150454,
o  ts_1716,0.089274,0.162524,0.262992,0.047308,0.046313,0.215684,0.216679,
o  ts_1717,0.035425,0.167887,0.215437,0.049487,0.048536,0.165950,0.166901,
o  ts_1718,0.157445,0.134705,0.303161,0.047072,0.046329,0.256088,0.256832,
o  ts_1719,0.095590,0.125666,0.231752,0.046106,0.045432,0.185647,0.186321,
o  ts_1720,0.116261,0.125014,0.252019,0.047427,0.046674,0.204592,0.205344,
o  ts_1721,0.022896,0.127317,0.160399,0.044995,0.044362,0.115405,0.116038,
o  ts_1722,0.137533,0.147038,0.294325,0.043049,0.042750,0.251276,0.251574,
o  ts_1723,0.083239,0.152309,0.246267,0.045445,0.045080,0.200823,0.201188,
o  ts_1724,0.205901,0.119105,0.334638,0.043107,0.042955,0.291531,0.291684,
o  ts_1725,0.144004,0.110063,0.263180,0.042128,0.042029,0.221052,0.221150,
o  ts_1726,0.164970,0.109435,0.283756,0.043443,0.043307,0.240313,0.240449,
o  ts_1727,0.070984,0.111676,0.191481,0.041052,0.040972,0.150429,0.150509,
o  ts_1728,0.132001,0.120872,0.262248,0.043247,0.042778,0.219001,0.219470,
o  ts_1729,0.078208,0.126227,0.214746,0.045472,0.045006,0.169275,0.169740,
o  ts_1730,0.201074,0.093066,0.303348,0.043102,0.042838,0.260246,0.260510,
o  ts_1731,0.138677,0.084015,0.231376,0.042090,0.041904,0.189286,0.189472,
o  ts_1732,0.159530,0.083342,0.251814,0.043453,0.043181,0.208361,0.208633,
o  ts_1733,0.065990,0.085700,0.160049,0.040931,0.040800,0.119118,0.119249,
o  ts_1734,0.178230,0.213407,0.404535,0.052291,0.050440,0.352244,0.354095,
o  ts_1735,0.124363,0.218664,0.356913,0.054757,0.052707,0.302156,0.304206,
o  ts_1736,0.246950,0.185453,0.445207,0.052498,0.050608,0.392710,0.394599,
o  ts_1737,0.184755,0.176379,0.373420,0.051486,0.049677,0.321934,0.323743,
o  ts_1738,0.205839,0.175673,0.394089,0.052952,0.050964,0.341136,0.343125,
o  ts_1739,0.111792,0.178109,0.301837,0.050279,0.048605,0.251558,0.253231,
o  ts_1740,0.191850,0.170459,0.372382,0.043923,0.043540,0.328459,0.328842,
o  ts_1741,0.142790,0.175500,0.329367,0.046666,0.045953,0.282701,0.283414,
o  ts_1742,0.255975,0.142343,0.408353,0.044347,0.043931,0.364005,0.364422,
o  ts_1743,0.191262,0.133423,0.334146,0.043163,0.042864,0.290983,0.291282,
o  ts_1744,0.210932,0.132772,0.353439,0.044615,0.044221,0.308825,0.309219,
o  ts_1745,0.131633,0.135054,0.275780,0.041871,0.041627,0.233909,0.234153,
o  ts_1746,0.151767,0.175520,0.338476,0.046969,0.046266,0.291506,0.292209,
