model,target,am1_dft_mae,ml_mae,ml_std_error
Ridge,e_barrier,14.787539499989402,1.2220000000000002,0.5289566519026849
Ridge,interaction_energies_dft,12.709384999993262,2.1466000000000003,0.437724782582405
Ridge,distortion_energy_dp_df,1.9314449999998788,3.3253999999999997,0.6094491972403544
KRR,e_barrier,14.787539499989402,2.6898,0.8069958563256858
KRR,interaction_energies_dft,12.709384999993262,1.9386000000000003,0.5992511762318221
KRR,distortion_energy_dp_df,1.9314449999998788,2.1124,0.39284050278052496
SVR,e_barrier,14.787539499989402,3.0212000000000003,0.37845653485610764
SVR,interaction_energies_dft,12.709384999993262,1.5824,0.35570834703575516
SVR,distortion_energy_dp_df,1.9314449999998788,1.518,0.48517039130353734
